row_id	Scientific.Name	Source
R000399	Gymnocanthus galeatus	Walker_Miller_Lea_Combo_20210216
R000400	Gymnothorax castaneus	Walker_Miller_Lea_Combo_20210216
R000401	Gymnothorax dovii	Walker_Miller_Lea_Combo_20210216
R000402	Gymnothorax mordax	Walker_Miller_Lea_Combo_20210216
R000403	Gymnura marmorata	Walker_Miller_Lea_Combo_20210216
R000404	Haemulon flaviguttatum	Walker_Miller_Lea_Combo_20210216
R000405	Haemulon maculicauda	Walker_Miller_Lea_Combo_20210216
R000406	Haemulopsis axillaris	Walker_Miller_Lea_Combo_20210216
R000407	Halargyreus johnsonii	Walker_Miller_Lea_Combo_20210216
R000408	Halichoeres californica	Walker_Miller_Lea_Combo_20210216
R000409	Halichoeres dispilus	Walker_Miller_Lea_Combo_20210216
R000410	Halichoeres insularis	Walker_Miller_Lea_Combo_20210216
R000411	Halichoeres melanotis	Walker_Miller_Lea_Combo_20210216
R000412	Halichoeres nicholsii	Walker_Miller_Lea_Combo_20210216
R000413	Halichoeres notospilus	Walker_Miller_Lea_Combo_20210216
R000414	Halichoeres semicinctus	Walker_Miller_Lea_Combo_20210216
R000415	Harengula thrissina	Walker_Miller_Lea_Combo_20210216
R000416	Harriotta raleighana	Walker_Miller_Lea_Combo_20210216
R000417	Hemanthias signifer	Walker_Miller_Lea_Combo_20210216
R000418	Hemilepidotus hemilepidotus	Walker_Miller_Lea_Combo_20210216
R000419	Hemilepidotus spinosus	Walker_Miller_Lea_Combo_20210216
R000420	Hemiramphus saltator	Walker_Miller_Lea_Combo_20210216
R000421	Hemitripterus bolini	Walker_Miller_Lea_Combo_20210216
R000422	Heteroconger digueti	Walker_Miller_Lea_Combo_20210216
R000423	Heterodontus francisci	Walker_Miller_Lea_Combo_20210216
R000424	Heterodontus mexicanus	Walker_Miller_Lea_Combo_20210216
R000425	Heteropriacanthus carolinus	Walker_Miller_Lea_Combo_20210216
R000426	Heterostichus rostratus	Walker_Miller_Lea_Combo_20210216
R000427	Hexagrammos decagrammus	Walker_Miller_Lea_Combo_20210216
R000428	Hexagrammos lagocephalus	Walker_Miller_Lea_Combo_20210216
R000429	Hexagrammos octogrammus	Walker_Miller_Lea_Combo_20210216
R000430	Hexagrammos stelleri	Walker_Miller_Lea_Combo_20210216
R000431	Hexanchus griseus	Walker_Miller_Lea_Combo_20210216
R000432	Himantolophus nigricornis	Walker_Miller_Lea_Combo_20210216
R000433	Himantolophus sagamius	Walker_Miller_Lea_Combo_20210216
R000434	Hippocampus ingens	Walker_Miller_Lea_Combo_20210216
R000435	Hippoglossina stomata	Walker_Miller_Lea_Combo_20210216
R000436	Hippoglossina tetrophthalma	Walker_Miller_Lea_Combo_20210216
R000437	Hippoglossoides elassodon	Walker_Miller_Lea_Combo_20210216
R000438	Hippoglossus stenolepis	Walker_Miller_Lea_Combo_20210216
R000439	Hirundichthys albimaculatus	Walker_Miller_Lea_Combo_20210216
R000440	Hirundichthys marginatus	Walker_Miller_Lea_Combo_20210216
R000441	Hirundichthys rondeletii	Walker_Miller_Lea_Combo_20210216
R000442	Holacanthus clarionensis	Walker_Miller_Lea_Combo_20210216
R000443	Holacanthus passer	Walker_Miller_Lea_Combo_20210216
R000444	Holcomycteronus profundissimus	Walker_Miller_Lea_Combo_20210216
R000445	Holtbyrnia innesi	Walker_Miller_Lea_Combo_20210216
R000446	Holtbyrnia laticauda	Walker_Miller_Lea_Combo_20210216
R000447	Holtbyrnia latifrons	Walker_Miller_Lea_Combo_20210216
R000448	Howella brodiei	Walker_Miller_Lea_Combo_20210216
R000449	Howella sherborni	Walker_Miller_Lea_Combo_20210216
R000450	Hydrolagus colliei	Walker_Miller_Lea_Combo_20210216
R000451	Hydrolagus melanophasma	Walker_Miller_Lea_Combo_20210216
R000452	Hygophum atratum	Walker_Miller_Lea_Combo_20210216
R000453	Hygophum proximum	Walker_Miller_Lea_Combo_20210216
R000454	Hygophum reinhardtii	Walker_Miller_Lea_Combo_20210216
R000455	Hyocritichthys analis	Walker_Miller_Lea_Combo_20210216
R000456	Hypanus dipterurus	Walker_Miller_Lea_Combo_20210216
R000457	Hyperprosopon argenteum	Walker_Miller_Lea_Combo_20210216
R000458	Hyperprosopon ellipticum	Walker_Miller_Lea_Combo_20210216
R000459	Hypomesus nipponensis	Walker_Miller_Lea_Combo_20210216
R000460	Hypomesus pretiosus	Walker_Miller_Lea_Combo_20210216
R000461	Hypomesus transpacificus	Walker_Miller_Lea_Combo_20210216
R000462	Hyporhamphus naos	Walker_Miller_Lea_Combo_20210216
R000463	Hyporhamphus rosae	Walker_Miller_Lea_Combo_20210216
R000464	Hyporthodus acanthistius	Walker_Miller_Lea_Combo_20210216
R000465	Hyporthodus niphobles	Walker_Miller_Lea_Combo_20210216
R000466	Hypsagonus quadricornis	Walker_Miller_Lea_Combo_20210216
R000467	Hypsoblennius gentilis	Walker_Miller_Lea_Combo_20210216
R000468	Hypsoblennius gilberti	Walker_Miller_Lea_Combo_20210216
R000469	Hypsoblennius jenkinsi	Walker_Miller_Lea_Combo_20210216
R000470	Hypsypops rubicundus	Walker_Miller_Lea_Combo_20210216
R000471	Icelinus borealis	Walker_Miller_Lea_Combo_20210216
R000472	Icelinus burchami	Walker_Miller_Lea_Combo_20210216
R000473	Icelinus cavifrons	Walker_Miller_Lea_Combo_20210216
R000474	Icelinus filamentosus	Walker_Miller_Lea_Combo_20210216
R000475	Icelinus fimbriatus	Walker_Miller_Lea_Combo_20210216
R000476	Icelinus limbaughi	Walker_Miller_Lea_Combo_20210216
R000477	Icelinus oculatus	Walker_Miller_Lea_Combo_20210216
R000478	Icelinus quadriseriatus	Walker_Miller_Lea_Combo_20210216
R000479	Icelinus tenuis	Walker_Miller_Lea_Combo_20210216
R000480	Icelus spiniger	Walker_Miller_Lea_Combo_20210216
R000481	Ichthyococcus elongatus	Walker_Miller_Lea_Combo_20210216
R000482	Ichthyococcus irregularis	Walker_Miller_Lea_Combo_20210216
R000483	Icichthys lockingtoni	Walker_Miller_Lea_Combo_20210216
R000484	Icosteus aenigmaticus	Walker_Miller_Lea_Combo_20210216
R000485	Idiacanthus antrostomus	Walker_Miller_Lea_Combo_20210216
R000486	Idiacanthus fasciola	Walker_Miller_Lea_Combo_20210216
R000487	Ilypnus gilberti	Walker_Miller_Lea_Combo_20210216
R000488	Iniistius pavo	Walker_Miller_Lea_Combo_20210216
R000489	Isistius brasiliensis	Walker_Miller_Lea_Combo_20210216
R000490	Isopsetta isolepis	Walker_Miller_Lea_Combo_20210216
R000491	Istiompax indica	Walker_Miller_Lea_Combo_20210216
R000492	Istiophorus platypterus	Walker_Miller_Lea_Combo_20210216
R000493	Isurus oxyrinchus	Walker_Miller_Lea_Combo_20210216
R000494	Isurus paucus	Walker_Miller_Lea_Combo_20210216
R000495	Johnrandallia nigrirostris	Walker_Miller_Lea_Combo_20210216
R000496	Jordania zonope	Walker_Miller_Lea_Combo_20210216
R000497	Kajikia audax	Walker_Miller_Lea_Combo_20210216
R000498	Kali falx	Walker_Miller_Lea_Combo_20210216
R000499	Kali indica	Walker_Miller_Lea_Combo_20210216
R000500	Kali kerberti	Walker_Miller_Lea_Combo_20210216
R000501	Kali macrura	Walker_Miller_Lea_Combo_20210216
R000502	Kasatkia seigeli	Walker_Miller_Lea_Combo_20210216
R000503	Kathetostoma averruncus	Walker_Miller_Lea_Combo_20210216
R000504	Katsuwonus pelamis	Walker_Miller_Lea_Combo_20210216
R000505	Kyphosus ocyurus	Walker_Miller_Lea_Combo_20210216
R000506	Kyphosus analogus	Walker_Miller_Lea_Combo_20210216
R000507	Kyphosus azureus	Walker_Miller_Lea_Combo_20210216
R000508	Kyphosus vaigiensis	Walker_Miller_Lea_Combo_20210216
R000509	Labrisomus multiporosus	Walker_Miller_Lea_Combo_20210216
R000510	Labrisomus wigginsi	Walker_Miller_Lea_Combo_20210216
R000511	Labrisomus xanti	Walker_Miller_Lea_Combo_20210216
R000512	Lactoria diaphana	Walker_Miller_Lea_Combo_20210216
R000513	Lagocephalus lagocephalus	Walker_Miller_Lea_Combo_20210216
R000514	Lamna ditropis	Walker_Miller_Lea_Combo_20210216
R000515	Lampadena urophaos	Walker_Miller_Lea_Combo_20210216
R000516	Lampanyctus acanthurus	Walker_Miller_Lea_Combo_20210216
R000517	Lampanyctus festivus	Walker_Miller_Lea_Combo_20210216
R000518	Lampanyctus jordani	Walker_Miller_Lea_Combo_20210216
R000519	Lampanyctus nobilis	Walker_Miller_Lea_Combo_20210216
R000520	Lampanyctus parvicauda	Walker_Miller_Lea_Combo_20210216
R000521	Lampanyctus steinbecki	Walker_Miller_Lea_Combo_20210216
R000522	Lampanyctus tenuiformis	Walker_Miller_Lea_Combo_20210216
R000523	Lampetra ayresii	Walker_Miller_Lea_Combo_20210216
R000524	Lampris incognitus	Walker_Miller_Lea_Combo_20210216
R000525	Lampris megalopsis	Walker_Miller_Lea_Combo_20210216
R000526	Lamprogrammus niger	Walker_Miller_Lea_Combo_20210216
R000527	Larimus acclivis	Walker_Miller_Lea_Combo_20210216
R000528	Leiocottus hirundo	Walker_Miller_Lea_Combo_20210216
R000529	Lepidocybium flavobrunneum	Walker_Miller_Lea_Combo_20210216
R000530	Lepidogobius lepidus	Walker_Miller_Lea_Combo_20210216
R000531	Lepidopsetta bilineata	Walker_Miller_Lea_Combo_20210216
R000532	Lepidopsetta polyxystra	Walker_Miller_Lea_Combo_20210216
R000533	Lepidopus fitchi	Walker_Miller_Lea_Combo_20210216
R000534	Lepophidium microlepis	Walker_Miller_Lea_Combo_20210216
R000535	Lepophidium negropinna	Walker_Miller_Lea_Combo_20210216
R000536	Lepophidium prorates	Walker_Miller_Lea_Combo_20210216
R000537	Lepophidium stigmatistium	Walker_Miller_Lea_Combo_20210216
R000538	Leptacanthichthys gracilispinis	Walker_Miller_Lea_Combo_20210216
R000539	Leptagonus frenatus	Walker_Miller_Lea_Combo_20210216
R000540	Leptochilichtys agassizi	Walker_Miller_Lea_Combo_20210216
R000541	Leptoclinus maculatus	Walker_Miller_Lea_Combo_20210216
R000542	Leptocottus armatus	Walker_Miller_Lea_Combo_20210216
R000543	Lestidiops pacificus	Walker_Miller_Lea_Combo_20210216
R000544	Lestidiops phyranopsis	Walker_Miller_Lea_Combo_20210216
R000545	Lestidiops ringens	Walker_Miller_Lea_Combo_20210216
R000546	Lestidium nudum	Walker_Miller_Lea_Combo_20210216
R000547	Lethops connectens	Walker_Miller_Lea_Combo_20210216
R000548	Leuresthes tenuis	Walker_Miller_Lea_Combo_20210216
R000549	Leuroglossus schmidti	Walker_Miller_Lea_Combo_20210216
R000550	Leuroglossus stilbius	Walker_Miller_Lea_Combo_20210216
R000551	Linophryne coronate	Walker_Miller_Lea_Combo_20210216
R000552	Linophryne racemifera	Walker_Miller_Lea_Combo_20210216
R000553	Liparis adiastolus	Walker_Miller_Lea_Combo_20210216
R000554	Liparis callyodon	Walker_Miller_Lea_Combo_20210216
R000555	Liparis dennyi	Walker_Miller_Lea_Combo_20210216
R000556	Liparis florae	Walker_Miller_Lea_Combo_20210216
R000557	Liparis fucensis	Walker_Miller_Lea_Combo_20210216
R000558	Liparis gibbus	Walker_Miller_Lea_Combo_20210216
R000559	Liparis greeni	Walker_Miller_Lea_Combo_20210216
R000560	Liparis mucosus	Walker_Miller_Lea_Combo_20210216
R000561	Liparis pulchellus	Walker_Miller_Lea_Combo_20210216
R000562	Liparis rutteri	Walker_Miller_Lea_Combo_20210216
R000563	Lipariscus nanus	Walker_Miller_Lea_Combo_20210216
R000564	Lipolagus ochotensis	Walker_Miller_Lea_Combo_20210216
R000565	Lobianchia gemellarii	Walker_Miller_Lea_Combo_20210216
R000566	Lobotes pacificus	Walker_Miller_Lea_Combo_20210216
R000567	Lophiodes caulinaris	Walker_Miller_Lea_Combo_20210216
R000568	Lophiodes spilurus	Walker_Miller_Lea_Combo_20210216
R000569	Lophotus capellei	Walker_Miller_Lea_Combo_20210216
R000570	Loweina rara	Walker_Miller_Lea_Combo_20210216
R000571	Lucania goodei	Walker_Miller_Lea_Combo_20210216
R000572	Lucania parva	Walker_Miller_Lea_Combo_20210216
R000573	Lumpenella longirostris	Walker_Miller_Lea_Combo_20210216
R000574	Lumpenopsis clitella	Walker_Miller_Lea_Combo_20210216
R000575	Lumpenopsis hypochroma	Walker_Miller_Lea_Combo_20210216
R000576	Lumpenus sagitta	Walker_Miller_Lea_Combo_20210216
R000577	Lutjanus argentiventris	Walker_Miller_Lea_Combo_20210216
R000578	Lutjanus colorado	Walker_Miller_Lea_Combo_20210216
R000579	Lutjanus guttatus	Walker_Miller_Lea_Combo_20210216
R000580	Lutjanus novemfasciatus	Walker_Miller_Lea_Combo_20210216
R000581	Lutjanus peru	Walker_Miller_Lea_Combo_20210216
R000582	Luvarus imperialis	Walker_Miller_Lea_Combo_20210216
R000583	Lycenchelys callista	Walker_Miller_Lea_Combo_20210216
R000584	Lycenchelys camchatica	Walker_Miller_Lea_Combo_20210216
R000585	Lycenchelys crotalinus	Walker_Miller_Lea_Combo_20210216
R000586	Lycenchelys jordani	Walker_Miller_Lea_Combo_20210216
R000587	Lycenchelys micropora	Walker_Miller_Lea_Combo_20210216
R000588	Lycenchelys monstrosa	Walker_Miller_Lea_Combo_20210216
R000589	Lycenchelys pearcyi	Walker_Miller_Lea_Combo_20210216
R000590	Lycodapus dermatinus	Walker_Miller_Lea_Combo_20210216
R000591	Lycodapus endemoscotus	Walker_Miller_Lea_Combo_20210216
R000592	Lycodapus fierasfer	Walker_Miller_Lea_Combo_20210216
R000593	Lycodapus mandibularis	Walker_Miller_Lea_Combo_20210216
R000594	Lycodapus pachysoma	Walker_Miller_Lea_Combo_20210216
R000595	Lycodapus parviceps	Walker_Miller_Lea_Combo_20210216
R000596	Lycodapus psarostomatus	Walker_Miller_Lea_Combo_20210216
R000597	Lycodes beringi	Walker_Miller_Lea_Combo_20210216
R000598	Lycodes brevipes	Walker_Miller_Lea_Combo_20210216
R000599	Lycodes cortezianus	Walker_Miller_Lea_Combo_20210216
R000600	Lycodes diapterus	Walker_Miller_Lea_Combo_20210216
R000601	Lycodes pacificus	Walker_Miller_Lea_Combo_20210216
R000602	Lycodes palearis	Walker_Miller_Lea_Combo_20210216
R000603	Lyconema barbatum	Walker_Miller_Lea_Combo_20210216
R000604	Lyopsetta exilis	Walker_Miller_Lea_Combo_20210216
R000605	Lythrypnus dalli	Walker_Miller_Lea_Combo_20210216
R000606	Lythrypnus zebra	Walker_Miller_Lea_Combo_20210216
R000607	Macroparalepis johnfitchi	Walker_Miller_Lea_Combo_20210216
R000608	Macropinna microstoma	Walker_Miller_Lea_Combo_20210216
R000609	Macroramphosus gracilis	Walker_Miller_Lea_Combo_20210216
R000610	Macroramphosus scolopax	Walker_Miller_Lea_Combo_20210216
R000611	Magnisudis atlantica	Walker_Miller_Lea_Combo_20210216
R000612	Makaira nigricans	Walker_Miller_Lea_Combo_20210216
R000613	Malacocephalus laevis	Walker_Miller_Lea_Combo_20210216
R000614	Malacocottus kincaidi	Walker_Miller_Lea_Combo_20210216
R000615	Malacocottus zonurus	Walker_Miller_Lea_Combo_20210216
R000616	Malacoctenus gigas	Walker_Miller_Lea_Combo_20210216
R000617	Malacoctenus hubbsi	Walker_Miller_Lea_Combo_20210216
R000618	Malacoctenus zacae	Walker_Miller_Lea_Combo_20210216
R000619	Malacosteus niger	Walker_Miller_Lea_Combo_20210216
R000620	Mallotus catervarius	Walker_Miller_Lea_Combo_20210216
R000621	Masturus lanceolatus	Walker_Miller_Lea_Combo_20210216
R000622	Maulisia argipalla	Walker_Miller_Lea_Combo_20210216
R000623	Maulisia mauli	Walker_Miller_Lea_Combo_20210216
R000624	Maurolicus muellari	Walker_Miller_Lea_Combo_20210216
R000625	Medialuna californiensis	Walker_Miller_Lea_Combo_20210216
R000626	Megachasma pelagios	Walker_Miller_Lea_Combo_20210216
R000627	Melamphaes acanthomus	Walker_Miller_Lea_Combo_20210216
R000628	Melamphaes janae	Walker_Miller_Lea_Combo_20210216
R000629	Melamphaes laeviceps	Walker_Miller_Lea_Combo_20210216
R000630	Melamphaes longivelis	Walker_Miller_Lea_Combo_20210216
R000631	Melamphaes lugubris	Walker_Miller_Lea_Combo_20210216
R000632	Melamphaes macrocephlus	Walker_Miller_Lea_Combo_20210216
R000633	Melamphaes parvus	Walker_Miller_Lea_Combo_20210216
R000634	Melamphaes suborbitalis	Walker_Miller_Lea_Combo_20210216
R000635	Melanocetus johnsonii	Walker_Miller_Lea_Combo_20210216
R000636	Melanolagus bericoides	Walker_Miller_Lea_Combo_20210216
R000637	Melanonus zugmayeri	Walker_Miller_Lea_Combo_20210216
R000638	Melanostigma pammelas	Walker_Miller_Lea_Combo_20210216
R000639	Melanostomias valdiviae	Walker_Miller_Lea_Combo_20210216
R000640	Melichthys niger	Walker_Miller_Lea_Combo_20210216
R000641	Menidia audens	Walker_Miller_Lea_Combo_20210216
R000642	Menticirrhus undulatus	Walker_Miller_Lea_Combo_20210216
R000643	Mentodus eubranchus	Walker_Miller_Lea_Combo_20210216
R000644	Mentodus facilis	Walker_Miller_Lea_Combo_20210216
R000645	Merluccius productus	Walker_Miller_Lea_Combo_20210216
R000646	Mesobius berryi	Walker_Miller_Lea_Combo_20210216
R000647	Mesovagus berryi	Walker_Miller_Lea_Combo_20210216
R000648	Microgadus proximus	Walker_Miller_Lea_Combo_20210216
R000649	Microlepidotus inornatus	Walker_Miller_Lea_Combo_20210216
R000650	Microlophichthys microlophus	Walker_Miller_Lea_Combo_20210216
R000651	Micrometrus aurora	Walker_Miller_Lea_Combo_20210216
R000652	Micrometrus minimus	Walker_Miller_Lea_Combo_20210216
R000653	Microstoma microstoma	Walker_Miller_Lea_Combo_20210216
R000654	Microstomus bathybius	Walker_Miller_Lea_Combo_20210216
R000655	Microstomus pacificus	Walker_Miller_Lea_Combo_20210216
R000656	Mirorictus taningi	Walker_Miller_Lea_Combo_20210216
R000657	Mitsukurina owstoni	Walker_Miller_Lea_Combo_20210216
R000658	Mobula birostris	Walker_Miller_Lea_Combo_20210216
R000659	Mobula mobular	Walker_Miller_Lea_Combo_20210216
R000660	Mobula thurstoni	Walker_Miller_Lea_Combo_20210216
R000661	Mola alexandrini	Walker_Miller_Lea_Combo_20210216
R000662	Mola mola	Walker_Miller_Lea_Combo_20210216
R000663	Mola tecta	Walker_Miller_Lea_Combo_20210216
R000664	Monognathus ahlstromi	Walker_Miller_Lea_Combo_20210216
R000665	Morone saxatilis	Walker_Miller_Lea_Combo_20210216
R000666	Mugil cephalus	Walker_Miller_Lea_Combo_20210216
R000667	Mugil setosus	Walker_Miller_Lea_Combo_20210216
R000668	Muraena argus	Walker_Miller_Lea_Combo_20210216
R000669	Mustelus californicus	Walker_Miller_Lea_Combo_20210216
R000670	Mustelus henlei	Walker_Miller_Lea_Combo_20210216
R000671	Mustelus lunulatus	Walker_Miller_Lea_Combo_20210216
R000672	Mycteroperca jordani	Walker_Miller_Lea_Combo_20210216
R000673	Mycteroperca rosacea	Walker_Miller_Lea_Combo_20210216
R000674	Mycteroperca xenarcha	Walker_Miller_Lea_Combo_20210216
R000675	Myctophum aurolaternatum	Walker_Miller_Lea_Combo_20210216
R000676	Myctophum nitidulum	Walker_Miller_Lea_Combo_20210216
R000677	Myliobatis californica	Walker_Miller_Lea_Combo_20210216
R000678	Myliobatis longirostris	Walker_Miller_Lea_Combo_20210216
R000679	Myoxocephalus polyacanthocephalus	Walker_Miller_Lea_Combo_20210216
R000680	Myoxocephalus scorpius	Walker_Miller_Lea_Combo_20210216
R000681	Myrophis vafer	Walker_Miller_Lea_Combo_20210216
R000682	Myxine circifrons	Walker_Miller_Lea_Combo_20210216
R000683	Myxine hubbsi	Walker_Miller_Lea_Combo_20210216
R000684	Nannobrachium bristori	Walker_Miller_Lea_Combo_20210216
R000685	Nannobrachium hawaiiensis	Walker_Miller_Lea_Combo_20210216
R000686	Nannobrachium idostigma	Walker_Miller_Lea_Combo_20210216
R000687	Nannobrachium regale	Walker_Miller_Lea_Combo_20210216
R000688	Nannobrachium ritteri	Walker_Miller_Lea_Combo_20210216
R000689	Nansenia candida	Walker_Miller_Lea_Combo_20210216
R000690	Nansenia crassa	Walker_Miller_Lea_Combo_20210216
R000691	Narcetes stomias	Walker_Miller_Lea_Combo_20210216
R000692	Narcine entemedor	Walker_Miller_Lea_Combo_20210216
R000693	Nasolamia velox	Walker_Miller_Lea_Combo_20210216
R000694	Naucrates ductor	Walker_Miller_Lea_Combo_20210216
R000695	Nautichthys oculofasciatus	Walker_Miller_Lea_Combo_20210216
R000696	Nautichthys robustus	Walker_Miller_Lea_Combo_20210216
R000697	Nectoliparis pelagicus	Walker_Miller_Lea_Combo_20210216
R000698	Nematistius pectoralis	Walker_Miller_Lea_Combo_20210216
R000699	Nemichthys larseni	Walker_Miller_Lea_Combo_20210216
R000700	Nemichthys scolopaceus	Walker_Miller_Lea_Combo_20210216
R000701	Neoclinus blanchardi	Walker_Miller_Lea_Combo_20210216
R000702	Neoclinus stephensae	Walker_Miller_Lea_Combo_20210216
R000703	Neoclinus uninotatus	Walker_Miller_Lea_Combo_20210216
R000704	Neonesthes capensis	Walker_Miller_Lea_Combo_20210216
R000705	Neoscopelus macrolepidotus	Walker_Miller_Lea_Combo_20210216
R000706	Nezumia kensmithi	Walker_Miller_Lea_Combo_20210216
R000707	Nezumia liolepis	Walker_Miller_Lea_Combo_20210216
R000708	Nezumia stelgidolepis	Walker_Miller_Lea_Combo_20210216
R000709	Nicholsina denticulata	Walker_Miller_Lea_Combo_20210216
R000710	Notacanthus chemnitzii	Walker_Miller_Lea_Combo_20210216
R000711	Notolychnus valdiviae	Walker_Miller_Lea_Combo_20210216
R000712	Notorynchus cepedianus	Walker_Miller_Lea_Combo_20210216
R000713	Notoscopelus resplendens	Walker_Miller_Lea_Combo_20210216
R000714	Odontaspis ferox	Walker_Miller_Lea_Combo_20210216
R000715	Odontopyxis trispinosa	Walker_Miller_Lea_Combo_20210216
R000716	Oligocottus maculosus	Walker_Miller_Lea_Combo_20210216
R000717	Oligocottus rimensis	Walker_Miller_Lea_Combo_20210216
R000718	Oligocottus rubellio	Walker_Miller_Lea_Combo_20210216
R000719	Oligocottus snyderi	Walker_Miller_Lea_Combo_20210216
R000720	Oncorhynchus clarkii	Walker_Miller_Lea_Combo_20210216
R000721	Oncorhynchus gorbuscha	Walker_Miller_Lea_Combo_20210216
R000722	Oncorhynchus keta	Walker_Miller_Lea_Combo_20210216
R000723	Oncorhynchus kisutch	Walker_Miller_Lea_Combo_20210216
R000724	Oncorhynchus mykiss	Walker_Miller_Lea_Combo_20210216
R000725	Oncorhynchus nerka	Walker_Miller_Lea_Combo_20210216
R000726	Oncorhynchus tshawytscha	Walker_Miller_Lea_Combo_20210216
R000727	Oneirodes acanthias	Walker_Miller_Lea_Combo_20210216
R000728	Oneirodes basili	Walker_Miller_Lea_Combo_20210216
R000729	Oneirodes bulbosus	Walker_Miller_Lea_Combo_20210216
R000730	Oneirodes eschrichtii	Walker_Miller_Lea_Combo_20210216
R000731	Oneirodes thompsoni	Walker_Miller_Lea_Combo_20210216
R000732	Ophichthus triserialis	Walker_Miller_Lea_Combo_20210216
R000733	Ophichthus zophochir	Walker_Miller_Lea_Combo_20210216
R000734	Ophidion galeoides	Walker_Miller_Lea_Combo_20210216
R000735	Ophidion scrippsae	Walker_Miller_Lea_Combo_20210216
R000736	Ophioblennius steindachneri	Walker_Miller_Lea_Combo_20210216
R000737	Ophiodon elongatus	Walker_Miller_Lea_Combo_20210216
R000738	Opisthonema libertate	Walker_Miller_Lea_Combo_20210216
R000739	Opisthonema medirastre	Walker_Miller_Lea_Combo_20210216
R000740	Opisthopterus soleatus	Walker_Miller_Lea_Combo_20210216
R000741	Oplegnathus fasciatus	Walker_Miller_Lea_Combo_20210216
R000742	Opostomias mitsuii	Walker_Miller_Lea_Combo_20210216
R000743	Oreochromis mossambicus	Walker_Miller_Lea_Combo_20210216
R000744	Orthonopias triacis	Walker_Miller_Lea_Combo_20210216
R000745	Orthopristis reddingi	Walker_Miller_Lea_Combo_20210216
R000746	Osmerus dentex	Walker_Miller_Lea_Combo_20210216
R000747	Osteodiscus cascadiae	Walker_Miller_Lea_Combo_20210216
R000748	Oxylebius pictus	Walker_Miller_Lea_Combo_20210216
R000749	Oxyporhamphus micropterus	Walker_Miller_Lea_Combo_20210216
R000750	Pachycara bulbiceps	Walker_Miller_Lea_Combo_20210216
R000751	Pachycara gymninium	Walker_Miller_Lea_Combo_20210216
R000752	Pachycara karenae	Walker_Miller_Lea_Combo_20210216
R000753	Pachycara lepinium	Walker_Miller_Lea_Combo_20210216
R000754	Pachystomius microdon	Walker_Miller_Lea_Combo_20210216
R000755	Pallasina barbata	Walker_Miller_Lea_Combo_20210216
R000756	Paracaristius nudarcus	Walker_Miller_Lea_Combo_20210216
R000757	Paraclinus altivelis	Walker_Miller_Lea_Combo_20210216
R000758	Paraclinus asper	Walker_Miller_Lea_Combo_20210216
R000759	Paraclinus integripinnis	Walker_Miller_Lea_Combo_20210216
R000760	Paraclinus sini	Walker_Miller_Lea_Combo_20210216
R000761	Paraclinus walkeri	Walker_Miller_Lea_Combo_20210216
R000762	Paralabrax auroguttatus	Walker_Miller_Lea_Combo_20210216
R000763	Paralabrax clathratus	Walker_Miller_Lea_Combo_20210216
R000764	Paralabrax maculatofasciatus	Walker_Miller_Lea_Combo_20210216
R000765	Paralabrax nebulifer	Walker_Miller_Lea_Combo_20210216
R000766	Paralichthys aestuarius	Walker_Miller_Lea_Combo_20210216
R000767	Paralichthys californicus	Walker_Miller_Lea_Combo_20210216
R000768	Paraliparis albescens	Walker_Miller_Lea_Combo_20210216
R000769	Paraliparis cephalus	Walker_Miller_Lea_Combo_20210216
R000770	Paraliparis dactylosus	Walker_Miller_Lea_Combo_20210216
R000771	Paraliparis deani	Walker_Miller_Lea_Combo_20210216
R000772	Paraliparis latifrons	Walker_Miller_Lea_Combo_20210216
R000773	Paraliparis megalopus	Walker_Miller_Lea_Combo_20210216
R000774	Paraliparis melobranchus	Walker_Miller_Lea_Combo_20210216
R000775	Paraliparis mento	Walker_Miller_Lea_Combo_20210216
R000776	Paraliparis nassarum	Walker_Miller_Lea_Combo_20210216
R000777	Paraliparis paucidens	Walker_Miller_Lea_Combo_20210216
R000778	Paraliparis pectoralis	Walker_Miller_Lea_Combo_20210216
R000779	Paraliparis rosaceus	Walker_Miller_Lea_Combo_20210216
R000780	Paraliparis ulochir	Walker_Miller_Lea_Combo_20210216
R000781	Parataeniophorus brevis	Walker_Miller_Lea_Combo_20210216
R000782	Paricelinus hopliticus	Walker_Miller_Lea_Combo_20210216
R000783	Parmaturus xaniurus	Walker_Miller_Lea_Combo_20210216
R000784	Parophrys vetulus	Walker_Miller_Lea_Combo_20210216
R000785	Parvilux ingens	Walker_Miller_Lea_Combo_20210216
R000786	Pentaceros wheeleri	Walker_Miller_Lea_Combo_20210216
R000787	Peprilus simillimus	Walker_Miller_Lea_Combo_20210216
R000788	Phanerodon atripes	Walker_Miller_Lea_Combo_20210216
R000789	Phanerodon furcatus	Walker_Miller_Lea_Combo_20210216
R000790	Phanerodon vacca	Walker_Miller_Lea_Combo_20210216
R000791	Pholis clemensi	Walker_Miller_Lea_Combo_20210216
R000792	Pholis laeta	Walker_Miller_Lea_Combo_20210216
R000793	Pholis ornata	Walker_Miller_Lea_Combo_20210216
R000794	Pholis schultzi	Walker_Miller_Lea_Combo_20210216
R000795	Photonectes margarita	Walker_Miller_Lea_Combo_20210216
R000796	Photostylus pycnopterus	Walker_Miller_Lea_Combo_20210216
R000797	Phtheirichthys lineatus	Walker_Miller_Lea_Combo_20210216
