taxonID	identifier	title	format	datasetID	subject
urn:lsid:marinespecies.org:taxname:205362	NCBI:txid706649	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205363	NCBI:txid150447	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205364	NCBI:txid990938	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205365	NCBI:txid2790561	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205366	NCBI:txid1320686	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205371	NCBI:txid2483536	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205373	NCBI:txid508946	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205375	NCBI:txid742509	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205376	NCBI:txid2578403	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205380	NCBI:txid556811	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205382	NCBI:txid1754047	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205384	NCBI:txid405169	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205386	NCBI:txid366889	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205387	NCBI:txid80835	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205388	NCBI:txid2578411	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205389	NCBI:txid588784	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205390	NCBI:txid2805972	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205393	NCBI:txid57634	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205395	NCBI:txid226076	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205397	NCBI:txid392926	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205399	NCBI:txid1772062	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205400	NCBI:txid1804725	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205407	NCBI:txid198230	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205408	NCBI:txid473620	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205411	NCBI:txid557872	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205415	NCBI:txid94927	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205416	NCBI:txid322736	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205416	NCBI:txid257544	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205418	NCBI:txid274801	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205419	NCBI:txid653018	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205425	NCBI:txid1285435	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205426	NCBI:txid680076	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205427	NCBI:txid195613	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205431	NCBI:txid128540	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205436	NCBI:txid903781	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205437	NCBI:txid512337	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205438	NCBI:txid327795	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205439	NCBI:txid419441	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205441	NCBI:txid1286434	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205443	NCBI:txid282287	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205444	NCBI:txid433666	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205445	NCBI:txid1515622	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205447	NCBI:txid360971	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205450	NCBI:txid83461	To GenBank (0 nucleotides; 35277 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:205451	NCBI:txid244864	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205452	NCBI:txid361028	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205453	NCBI:txid2790577	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205455	NCBI:txid652902	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205457	NCBI:txid119724	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205459	NCBI:txid529472	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205464	NCBI:txid1815273	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205465	NCBI:txid1333475	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205466	NCBI:txid366897	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205468	NCBI:txid879803	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205470	NCBI:txid1917024	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205472	NCBI:txid146721	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205473	NCBI:txid304458	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205476	NCBI:txid46721	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205477	NCBI:txid477287	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205478	NCBI:txid1366287	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205481	NCBI:txid707714	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205483	NCBI:txid339019	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205483	NCBI:txid51812	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205484	NCBI:txid1431506	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205486	NCBI:txid7896	To GenBank (2 nucleotides; 0 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:205487	NCBI:txid622440	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205488	NCBI:txid557603	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205492	NCBI:txid862804	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205496	NCBI:txid398647	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205497	NCBI:txid76920	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205500	NCBI:txid86238	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205501	NCBI:txid761933	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205502	NCBI:txid1169724	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205503	NCBI:txid556833	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205505	NCBI:txid169313	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205508	NCBI:txid1912886	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205509	NCBI:txid384592	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205510	NCBI:txid561472	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205511	NCBI:txid490336	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205512	NCBI:txid658181	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205513	NCBI:txid51113	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205515	NCBI:txid280672	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205521	NCBI:txid241317	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205523	NCBI:txid1382470	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205526	NCBI:txid1505195	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205527	NCBI:txid117880	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205529	NCBI:txid649378	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205530	NCBI:txid2785803	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205532	NCBI:txid86212	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205533	NCBI:txid270557	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205536	NCBI:txid242752	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205539	NCBI:txid983590	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205541	NCBI:txid1219310	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205546	NCBI:txid390369	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205549	NCBI:txid216069	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205550	NCBI:txid2486907	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205551	NCBI:txid1368092	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205553	NCBI:txid2559873	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205555	NCBI:txid1230787	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205556	NCBI:txid2176028	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205557	NCBI:txid990999	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205558	NCBI:txid87139	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205559	NCBI:txid1719385	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205561	NCBI:txid159595	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205562	NCBI:txid652076	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205564	NCBI:txid439586	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205566	NCBI:txid163136	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205567	NCBI:txid500150	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205568	NCBI:txid87137	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205572	NCBI:txid652920	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205573	NCBI:txid190108	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205576	NCBI:txid1175560	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205578	NCBI:txid303747	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205581	NCBI:txid204411	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205582	NCBI:txid31179	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205587	NCBI:txid169308	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205588	NCBI:txid200172	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205590	NCBI:txid587060	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205592	NCBI:txid274730	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205593	NCBI:txid1230581	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205595	NCBI:txid638289	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205596	NCBI:txid2696270	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205600	NCBI:txid2780299	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205606	NCBI:txid3045239	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205607	NCBI:txid40389	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205610	NCBI:txid1917272	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205611	NCBI:txid8248	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205612	NCBI:txid75392	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205614	NCBI:txid710477	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205615	NCBI:txid195603	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205616	NCBI:txid206134	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205617	NCBI:txid38530	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205619	NCBI:txid2950788	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205620	NCBI:txid587058	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205621	NCBI:txid241302	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205622	NCBI:txid1914729	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205624	NCBI:txid2795081	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205626	NCBI:txid604251	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205627	NCBI:txid864870	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205628	NCBI:txid1405684	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205630	NCBI:txid94313	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205631	NCBI:txid991064	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205632	NCBI:txid287932	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205633	NCBI:txid465066	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205635	NCBI:txid375763	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205637	NCBI:txid166742	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205638	NCBI:txid2929744	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205639	NCBI:txid2057081	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205641	NCBI:txid327775	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205643	NCBI:txid903766	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205647	NCBI:txid214960	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205648	NCBI:txid218232	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205654	NCBI:txid2790495	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205655	NCBI:txid274723	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205657	NCBI:txid285645	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205659	NCBI:txid100857	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205662	NCBI:txid206674	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205663	NCBI:txid242766	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205664	NCBI:txid860645	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205668	NCBI:txid460591	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205669	NCBI:txid1230803	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205670	NCBI:txid188118	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205672	NCBI:txid55454	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205674	NCBI:txid8285	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205675	NCBI:txid119739	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205678	NCBI:txid626228	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205681	NCBI:txid1296391	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205690	NCBI:txid156082	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205693	NCBI:txid557258	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205694	NCBI:txid31388	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205695	NCBI:txid371666	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205698	NCBI:txid2108522	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205699	NCBI:txid1078572	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205700	NCBI:txid330903	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205701	NCBI:txid94311	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205702	NCBI:txid1267119	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205703	NCBI:txid1296385	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205704	NCBI:txid46699	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205710	NCBI:txid587054	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205712	NCBI:txid255321	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205714	NCBI:txid241334	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205716	NCBI:txid2865579	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205717	NCBI:txid105637	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205721	NCBI:txid1414494	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205723	NCBI:txid80969	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205724	NCBI:txid85146	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205725	NCBI:txid218801	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205726	NCBI:txid31032	To GenBank (10 nucleotides; 0 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:205727	NCBI:txid248139	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205728	NCBI:txid243928	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205729	NCBI:txid88191	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205730	NCBI:txid131102	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205732	NCBI:txid595629	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205733	NCBI:txid1311541	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205734	NCBI:txid600335	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205735	NCBI:txid161447	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205736	NCBI:txid50744	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205739	NCBI:txid1169728	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205739	NCBI:txid98906	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205740	NCBI:txid40493	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205741	NCBI:txid465072	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205743	NCBI:txid48607	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205745	NCBI:txid316162	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205747	NCBI:txid2109634	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205749	NCBI:txid27810	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205750	NCBI:txid2771557	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205751	NCBI:txid1455058	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205753	NCBI:txid52939	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205754	NCBI:txid2999190	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205755	NCBI:txid80835	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205756	NCBI:txid6760	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205762	NCBI:txid143341	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205763	NCBI:txid1182209	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205764	NCBI:txid241311	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205766	NCBI:txid7866	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205769	NCBI:txid1522085	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205771	NCBI:txid604261	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205773	NCBI:txid244494	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205776	NCBI:txid51063	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205777	NCBI:txid115856	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205778	NCBI:txid649376	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205779	NCBI:txid638721	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205783	NCBI:txid1719476	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205784	NCBI:txid119726	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205785	NCBI:txid86596	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205786	NCBI:txid903859	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205788	NCBI:txid3055461	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205789	NCBI:txid1003969	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205790	NCBI:txid387444	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205791	NCBI:txid1311535	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205792	NCBI:txid906826	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205794	NCBI:txid145632	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205796	NCBI:txid443795	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205799	NCBI:txid498270	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205800	NCBI:txid742511	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205801	NCBI:txid580073	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205804	NCBI:txid357034	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205805	NCBI:txid979668	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205812	NCBI:txid563104	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205814	NCBI:txid235606	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205816	NCBI:txid638292	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205817	NCBI:txid314248	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205819	NCBI:txid903769	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205820	NCBI:txid576225	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205823	NCBI:txid259702	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205824	NCBI:txid119693	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205825	NCBI:txid429031	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205831	NCBI:txid8870	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205833	NCBI:txid857304	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205836	NCBI:txid903755	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205837	NCBI:txid121181	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205840	NCBI:txid1518003	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205844	NCBI:txid860619	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205845	NCBI:txid1003938	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205846	NCBI:txid245706	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205850	NCBI:txid119685	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205853	NCBI:txid553752	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205854	NCBI:txid51814	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205857	NCBI:txid1616701	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205858	NCBI:txid1729135	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205861	NCBI:txid58184	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205862	NCBI:txid189429	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205863	NCBI:txid205093	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205864	NCBI:txid161939	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205865	NCBI:txid490325	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205867	NCBI:txid526615	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205868	NCBI:txid478422	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205870	NCBI:txid990992	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205873	NCBI:txid128483	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205874	NCBI:txid76922	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205877	NCBI:txid2842158	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205880	NCBI:txid2488697	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205883	NCBI:txid879711	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205889	NCBI:txid303688	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205891	NCBI:txid360998	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205893	NCBI:txid689429	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205894	NCBI:txid600338	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205895	NCBI:txid538208	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205896	NCBI:txid2769426	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205898	NCBI:txid217764	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205899	NCBI:txid516923	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205900	NCBI:txid149069	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205902	NCBI:txid51117	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205903	NCBI:txid557255	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205904	NCBI:txid57628	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205907	NCBI:txid35197	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205908	NCBI:txid123242	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205909	NCBI:txid2993967	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205911	NCBI:txid9239	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205915	NCBI:txid248134	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205918	NCBI:txid54370	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205919	NCBI:txid1078567	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205927	NCBI:txid268561	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205934	NCBI:txid708478	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205937	NCBI:txid1188037	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205939	NCBI:txid2070549	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205945	NCBI:txid218815	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205947	NCBI:txid284063	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205949	NCBI:txid1391139	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205951	NCBI:txid1125010	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205951	NCBI:txid652070	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205955	NCBI:txid648603	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205957	NCBI:txid472265	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205958	NCBI:txid123861	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205959	NCBI:txid119735	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205961	NCBI:txid182666	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205962	NCBI:txid1917046	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205963	NCBI:txid593444	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205963	NCBI:txid871655	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205964	NCBI:txid990931	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205965	NCBI:txid166746	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205966	NCBI:txid717901	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205969	NCBI:txid300416	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:205974	NCBI:txid519006	To Genbank		ncbi	
