taxonID	identifier	title	format	datasetID	subject
urn:lsid:marinespecies.org:taxname:311233	NCBI:txid591264	To GenBank (7 nucleotides; 5 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311235	NCBI:txid591258	To GenBank (15 nucleotides; 13 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311236	NCBI:txid1455662	To GenBank (7 nucleotides; 6 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311237	NCBI:txid591300	To GenBank (18 nucleotides; 18 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311238	NCBI:txid591287	To GenBank (26 nucleotides; 27 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311241	NCBI:txid221674	To GenBank (11 nucleotides; 7 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311242	NCBI:txid591288	To GenBank (16 nucleotides; 15 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311243	NCBI:txid419334	To GenBank (7 nucleotides; 6 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311244	NCBI:txid591303	To GenBank (8 nucleotides; 6 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311245	NCBI:txid475165	To GenBank (41 nucleotides; 39 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311257	NCBI:txid376893	To GenBank (96 nucleotides; 79 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311258	NCBI:txid1366218	To GenBank (3 nucleotides; 2 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311259	NCBI:txid2996056	To GenBank (1 nucleotides; 0 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311269	NCBI:txid3040418	To GenBank (3 nucleotides; 3 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311270	NCBI:txid443700	To GenBank (30 nucleotides; 29 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311285	NCBI:txid1607840	To GenBank (38 nucleotides; 57 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311292	NCBI:txid3040419	To GenBank (2 nucleotides; 2 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311298	NCBI:txid115871	To GenBank (13 nucleotides; 5 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311302	NCBI:txid2755183	To GenBank (2 nucleotides; 2 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311305	NCBI:txid293913	To GenBank (27 nucleotides; 34 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311307	NCBI:txid475189	To GenBank (4 nucleotides; 4 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311309	NCBI:txid454056	To GenBank (9 nucleotides; 32 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311310	NCBI:txid47704	To GenBank (32 nucleotides; 37 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311322	NCBI:txid2152751	To GenBank (1 nucleotides; 13 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311338	NCBI:txid1163533	To GenBank (2 nucleotides; 0 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311346	NCBI:txid195304	To GenBank (1 nucleotides; 0 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311350	NCBI:txid1175605	To GenBank (57 nucleotides; 31 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311352	NCBI:txid3049877	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:311361	NCBI:txid2839873	To GenBank (4 nucleotides; 3 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311366	NCBI:txid1562472	To GenBank (29 nucleotides; 13 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311370	NCBI:txid1008595	To GenBank (24 nucleotides; 18 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311371	NCBI:txid2697109	To GenBank (1 nucleotides; 1 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311389	NCBI:txid272801	To GenBank (27 nucleotides; 16 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311392	NCBI:txid182664	To GenBank (12 nucleotides; 11 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311403	NCBI:txid1138762	To GenBank (15 nucleotides; 8 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311418	NCBI:txid990613	To GenBank (8 nucleotides; 4 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311419	NCBI:txid2057072	To GenBank (1 nucleotides; 0 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311420	NCBI:txid1446468	To GenBank (4 nucleotides; 2 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311421	NCBI:txid1522395	To GenBank (3 nucleotides; 1 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311422	NCBI:txid3051914	To GenBank (6 nucleotides; 6 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311423	NCBI:txid223806	To GenBank (9 nucleotides; 44 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311431	NCBI:txid2792750	To GenBank (30 nucleotides; 29 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311432	NCBI:txid587067	To GenBank (32 nucleotides; 41 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311434	NCBI:txid100206	To GenBank (298 nucleotides; 215 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311435	NCBI:txid1003791	To GenBank (10 nucleotides; 9 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311438	NCBI:txid160738	To GenBank (37 nucleotides; 32 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311444	NCBI:txid366890	To GenBank (11 nucleotides; 7 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311446	NCBI:txid864800	To GenBank (3 nucleotides; 1 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311448	NCBI:txid101189	To GenBank (16 nucleotides; 5 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311453	NCBI:txid458592	To GenBank (2 nucleotides; 2 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311454	NCBI:txid1311459	To GenBank (64 nucleotides; 38 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311455	NCBI:txid2696655	To GenBank (1 nucleotides; 1 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311456	NCBI:txid1003682	To GenBank (5 nucleotides; 5 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311459	NCBI:txid2697111	To GenBank (1 nucleotides; 1 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311460	NCBI:txid1680618	To GenBank (4 nucleotides; 0 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311463	NCBI:txid2057076	To GenBank (2 nucleotides; 13 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311471	NCBI:txid2569857	To GenBank (4 nucleotides; 2 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311480	NCBI:txid1979806	To GenBank (18 nucleotides; 17 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311484	NCBI:txid445358	To GenBank (251 nucleotides; 260 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311504	NCBI:txid2420058	To GenBank (2 nucleotides; 2 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311505	NCBI:txid477289	To GenBank (11 nucleotides; 11 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311510	NCBI:txid1772029	To GenBank (6 nucleotides; 3 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311518	NCBI:txid13765	To GenBank (122 nucleotides; 39714 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311519	NCBI:txid990596	To GenBank (26 nucleotides; 32 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311524	NCBI:txid13766	To GenBank (47 nucleotides; 53 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311526	NCBI:txid1984843	To GenBank (3 nucleotides; 1 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311528	NCBI:txid1055096	To GenBank (20 nucleotides; 13 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311533	NCBI:txid366902	To GenBank (13 nucleotides; 9 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311534	NCBI:txid3064009	To GenBank (1 nucleotides; 0 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311538	NCBI:txid76927	To GenBank (18 nucleotides; 21 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311540	NCBI:txid76923	To GenBank (27 nucleotides; 26 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311542	NCBI:txid82900	To GenBank (3 nucleotides; 2 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311543	NCBI:txid82901	To GenBank (5 nucleotides; 3 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311545	NCBI:txid3052985	To GenBank (4 nucleotides; 2 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311548	NCBI:txid76925	To GenBank (3 nucleotides; 2 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311549	NCBI:txid3052986	To GenBank (3 nucleotides; 2 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311550	NCBI:txid82895	To GenBank (19 nucleotides; 26 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311552	NCBI:txid82896	To GenBank (3 nucleotides; 2 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311553	NCBI:txid82897	To GenBank (8 nucleotides; 6 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311554	NCBI:txid82898	To GenBank (6 nucleotides; 2 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311555	NCBI:txid82899	To GenBank (25 nucleotides; 39 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311558	NCBI:txid1138763	To GenBank (1 nucleotides; 0 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311561	NCBI:txid473453	To GenBank (42 nucleotides; 43 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311566	NCBI:txid2065827	To GenBank (8225 nucleotides; 27 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311578	NCBI:txid282254	To GenBank (50 nucleotides; 10 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311579	NCBI:txid327782	To GenBank (187 nucleotides; 98 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311580	NCBI:txid646043	To GenBank (13 nucleotides; 13 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311588	NCBI:txid1647202	To GenBank (1 nucleotides; 1 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311599	NCBI:txid184447	To GenBank (8 nucleotides; 4 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311606	NCBI:txid2864442	To GenBank (1 nucleotides; 1 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311610	NCBI:txid529471	To GenBank (24 nucleotides; 34 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311611	NCBI:txid2589344	To GenBank (3 nucleotides; 3 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311612	NCBI:txid2589285	To GenBank (5 nucleotides; 4 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311617	NCBI:txid1155420	To GenBank (18 nucleotides; 12 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311622	NCBI:txid2012949	To GenBank (2 nucleotides; 0 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311624	NCBI:txid913739	To GenBank (2 nucleotides; 0 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311625	NCBI:txid391188	To GenBank (2 nucleotides; 0 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311632	NCBI:txid2801318	To GenBank (1 nucleotides; 0 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311634	NCBI:txid2488698	To GenBank (8 nucleotides; 18 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311635	NCBI:txid2589340	To GenBank (3 nucleotides; 14 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311638	NCBI:txid1534310	To GenBank (17 nucleotides; 11 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311648	NCBI:txid3040435	To GenBank (2 nucleotides; 2 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311651	NCBI:txid204816	To GenBank (118 nucleotides; 123 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311652	NCBI:txid862797	To GenBank (10 nucleotides; 34 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311653	NCBI:txid1819260	To GenBank (8 nucleotides; 14 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311660	NCBI:txid3040413	To GenBank (2 nucleotides; 1 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311672	NCBI:txid473453	To GenBank (42 nucleotides; 43 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311676	NCBI:txid473456	To GenBank (9 nucleotides; 19 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311677	NCBI:txid1604525	To GenBank (65 nucleotides; 64 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311680	NCBI:txid2578287	To GenBank (6 nucleotides; 6 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311682	NCBI:txid700632	To GenBank (27 nucleotides; 34 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311683	NCBI:txid584627	To GenBank (52 nucleotides; 126 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311687	NCBI:txid1003736	To GenBank (14 nucleotides; 33 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311688	NCBI:txid2042709	To GenBank (2 nucleotides; 1 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311697	NCBI:txid473461	To GenBank (165 nucleotides; 191 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311699	NCBI:txid722564	To GenBank (13 nucleotides; 10 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311705	NCBI:txid1828436	To GenBank (1 nucleotides; 0 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311712	NCBI:txid1914701	To GenBank (10 nucleotides; 5 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311723	NCBI:txid2608469	To GenBank (1 nucleotides; 0 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311724	NCBI:txid990552	To GenBank (2 nucleotides; 2 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311725	NCBI:txid3031445	To GenBank (1 nucleotides; 1 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311728	NCBI:txid622398	To GenBank (35 nucleotides; 32 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311731	NCBI:txid622436	To GenBank (5 nucleotides; 4 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311732	NCBI:txid586770	To GenBank (30 nucleotides; 29 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311733	NCBI:txid586771	To GenBank (4 nucleotides; 4 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311734	NCBI:txid166729	To GenBank (55 nucleotides; 52 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311738	NCBI:txid13721	To GenBank (706 nucleotides; 179 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311760	NCBI:txid1633429	To GenBank (5 nucleotides; 27 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311762	NCBI:txid991002	To GenBank (2 nucleotides; 1 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311763	NCBI:txid490326	To GenBank (18 nucleotides; 14 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311769	NCBI:txid2506937	To GenBank (12 nucleotides; 12 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311772	NCBI:txid1487334	To GenBank (1 nucleotides; 1 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311773	NCBI:txid150468	To GenBank (55 nucleotides; 43 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311782	NCBI:txid1146973	To GenBank (12 nucleotides; 12 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311783	NCBI:txid152539	To GenBank (44 nucleotides; 57 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311784	NCBI:txid2100434	To GenBank (5 nucleotides; 5 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311785	NCBI:txid1405635	To GenBank (17 nucleotides; 14 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311788	NCBI:txid1147085	To GenBank (33 nucleotides; 43 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311792	NCBI:txid879886	To GenBank (31 nucleotides; 31 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311793	NCBI:txid879473	To GenBank (118 nucleotides; 168 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311794	NCBI:txid1892330	To GenBank (34 nucleotides; 32 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311795	NCBI:txid1405636	To GenBank (38 nucleotides; 37 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311799	NCBI:txid57797	To GenBank (6 nucleotides; 5 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311800	NCBI:txid879712	To GenBank (30 nucleotides; 30 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311807	NCBI:txid879713	To GenBank (23 nucleotides; 21 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311813	NCBI:txid1405646	To GenBank (17 nucleotides; 16 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311816	NCBI:txid879501	To GenBank (45 nucleotides; 41 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311817	NCBI:txid1146966	To GenBank (24 nucleotides; 24 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311819	NCBI:txid879474	To GenBank (27 nucleotides; 26 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311823	NCBI:txid1405640	To GenBank (11 nucleotides; 11 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311826	NCBI:txid879706	To GenBank (9 nucleotides; 9 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311829	NCBI:txid1146954	To GenBank (27 nucleotides; 38 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311830	NCBI:txid1867917	To GenBank (18 nucleotides; 18 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311833	NCBI:txid2067696	To GenBank (4 nucleotides; 4 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311838	NCBI:txid1405662	To GenBank (23 nucleotides; 22 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311840	NCBI:txid2100431	To GenBank (3 nucleotides; 3 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311843	NCBI:txid1586388	To GenBank (13 nucleotides; 12 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311844	NCBI:txid1405697	To GenBank (4 nucleotides; 4 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311848	NCBI:txid879502	To GenBank (71 nucleotides; 69 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311855	NCBI:txid1405649	To GenBank (5 nucleotides; 5 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311858	NCBI:txid2769394	To GenBank (11 nucleotides; 11 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311862	NCBI:txid1405642	To GenBank (9 nucleotides; 6 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311865	NCBI:txid879490	To GenBank (29 nucleotides; 27 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311868	NCBI:txid2710634	To GenBank (4 nucleotides; 4 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311870	NCBI:txid1156089	To GenBank (45 nucleotides; 43 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311875	NCBI:txid879475	To GenBank (14 nucleotides; 23 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311876	NCBI:txid1487335	To GenBank (7 nucleotides; 7 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311880	NCBI:txid879701	To GenBank (23 nucleotides; 23 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311892	NCBI:txid2594503	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:311894	NCBI:txid879491	To GenBank (79 nucleotides; 77 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311897	NCBI:txid879890	To GenBank (28 nucleotides; 25 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311898	NCBI:txid879702	To GenBank (31 nucleotides; 29 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311903	NCBI:txid2100435	To GenBank (14 nucleotides; 14 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311904	NCBI:txid1068867	To GenBank (63 nucleotides; 73 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311905	NCBI:txid1586389	To GenBank (15 nucleotides; 15 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311906	NCBI:txid1379468	To GenBank (59 nucleotides; 59 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311907	NCBI:txid1607742	To GenBank (226 nucleotides; 226 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311908	NCBI:txid1405644	To GenBank (11 nucleotides; 9 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311917	NCBI:txid2012924	To GenBank (10 nucleotides; 0 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311927	NCBI:txid112728	To GenBank (68 nucleotides; 52 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311946	NCBI:txid64144	To GenBank (68922 nucleotides; 40734 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311950	NCBI:txid300221	To GenBank (95 nucleotides; 110 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311954	NCBI:txid1182013	To GenBank (11 nucleotides; 8 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311955	NCBI:txid1914694	To GenBank (7 nucleotides; 4 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311961	NCBI:txid3064994	To Genbank		ncbi	
urn:lsid:marinespecies.org:taxname:311974	NCBI:txid80966	To GenBank (88645 nucleotides; 46396 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:311982	NCBI:txid909121	To GenBank (163 nucleotides; 147 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:312001	NCBI:txid990988	To GenBank (3 nucleotides; 3 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:312009	NCBI:txid119734	To GenBank (7 nucleotides; 6 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:312010	NCBI:txid1003784	To GenBank (4 nucleotides; 4 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:312016	NCBI:txid1091414	To GenBank (4 nucleotides; 4 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:312019	NCBI:txid1477999	To GenBank (23 nucleotides; 24 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:312020	NCBI:txid512338	To GenBank (11 nucleotides; 11 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:312021	NCBI:txid2938740	To GenBank (1 nucleotides; 1 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:312022	NCBI:txid2292831	To GenBank (2 nucleotides; 2 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:312023	NCBI:txid1478008	To GenBank (33 nucleotides; 44 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:312024	NCBI:txid1402061	To GenBank (6 nucleotides; 7 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:312025	NCBI:txid1402048	To GenBank (13 nucleotides; 14 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:312026	NCBI:txid1402064	To GenBank (25 nucleotides; 24 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:312027	NCBI:txid229087	To GenBank (384 nucleotides; 74 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:312030	NCBI:txid351695	To GenBank (11 nucleotides; 7 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:312031	NCBI:txid2846795	To GenBank (14 nucleotides; 12 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:312035	NCBI:txid161766	To GenBank (36 nucleotides; 26 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:312039	NCBI:txid1081382	To GenBank (34 nucleotides; 33 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:312043	NCBI:txid1268085	To GenBank (38 nucleotides; 52 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:312044	NCBI:txid2830209	To GenBank (14 nucleotides; 11 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:312045	NCBI:txid161909	To GenBank (51 nucleotides; 45 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:312046	NCBI:txid83874	To GenBank (112 nucleotides; 106 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:312049	NCBI:txid229119	To GenBank (186 nucleotides; 78 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:312051	NCBI:txid997974	To GenBank (30 nucleotides; 35 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:312054	NCBI:txid80988	To GenBank (180 nucleotides; 93 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:312055	NCBI:txid229096	To GenBank (59 nucleotides; 42 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:312056	NCBI:txid80979	To GenBank (8 nucleotides; 8 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:312057	NCBI:txid80989	To GenBank (168 nucleotides; 71 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:312058	NCBI:txid997985	To GenBank (23 nucleotides; 16 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:312059	NCBI:txid2830206	To GenBank (27 nucleotides; 16 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:312060	NCBI:txid229090	To GenBank (10 nucleotides; 9 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:312061	NCBI:txid80982	To GenBank (52 nucleotides; 42 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:312064	NCBI:txid229128	To GenBank (12 nucleotides; 12 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:312065	NCBI:txid80983	To GenBank (62 nucleotides; 39 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:312067	NCBI:txid1245545	To GenBank (99 nucleotides; 13 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:312068	NCBI:txid229291	To GenBank (26 nucleotides; 23 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:312071	NCBI:txid229125	To GenBank (39 nucleotides; 31 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:312075	NCBI:txid161905	To GenBank (40 nucleotides; 32 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:312079	NCBI:txid1155711	To GenBank (14 nucleotides; 9 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:312081	NCBI:txid646023	To GenBank (30 nucleotides; 23 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:312082	NCBI:txid192871	To GenBank (1241 nucleotides; 914 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:312087	NCBI:txid1579472	To GenBank (1 nucleotides; 0 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:312089	NCBI:txid1003806	To GenBank (5 nucleotides; 5 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:312092	NCBI:txid990634	To GenBank (22 nucleotides; 20 proteins)		ncbi	
urn:lsid:marinespecies.org:taxname:312094	NCBI:txid497154	To GenBank (53 nucleotides; 53 proteins)		ncbi	
