Scientific.Name	row_ids	AphiaID	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	scientificName	acceptedNameUsage	parentNameUsage	namePublishedIn	namePublishedInYear	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	taxonomicStatus	modified	bibliographicCitation	references	identifier	title	datasetID.y	Accepted_AphiaID	parent_AphiaID	speciesNOsubgenus	parent_NCBI	accepted_NCBI	subtree_identifier_taxIDs	subtree_accepted_taxIDs	linear_noClaim_verified_directHits	circular_complete_verified_directHits	linear_noClaim_unverified_directHits	linear_complete_verified_directHits	circular_noClaim_unverified_directHits	circular_noClaim_verified_directHits	circular_claimComplete_verified_directHits	linear_claimComplete_verified_directHits	circular_complete_unverified_directHits	linear_complete_unverified_directHits	linear_noClaim_verified_subTreeHits	circular_complete_verified_subTreeHits	linear_noClaim_unverified_subTreeHits	linear_complete_verified_subTreeHits	circular_noClaim_unverified_subTreeHits	circular_noClaim_verified_subTreeHits	circular_claimComplete_verified_subTreeHits	linear_claimComplete_verified_subTreeHits	circular_complete_unverified_subTreeHits	linear_complete_unverified_subTreeHits	high_potential_sra_directHits	high_potential_sra_subTreeHits	other_potential_sra_directHits	other_potential_sra_subTreeHits	NCBI_identifier_kingdom	NCBI_identifier_phylum	NCBI_identifier_class	NCBI_identifier_order	NCBI_identifier_family	NCBI_identifier_genus	NCBI_identifier_species	NCBI_accepted_kingdom	NCBI_accepted_phylum	NCBI_accepted_class	NCBI_accepted_order	NCBI_accepted_family	NCBI_accepted_genus	NCBI_accepted_species
LEPTOPHOXUS FALCATUS ICELUS	R01786	549055	urn:lsid:marinespecies.org:taxname:549055	urn:lsid:marinespecies.org:taxname:549055	urn:lsid:marinespecies.org:taxname:549055	urn:lsid:marinespecies.org:taxname:102980	Leptophoxus falcatus icelus	Leptophoxus falcatus icelus	Leptophoxus falcatus	Barnard, J.L. (1960). The amphipod family Phoxocephalidae in the eastern Pacific Ocean with analyses of other species and notes for a revision of the family. <em>Allan Hancock Pacific Expeditions.</em> 18(3): 175-368.	1960	Animalia	Arthropoda	Malacostraca	Amphipoda	Phoxocephalidae	Leptophoxus	NA	falcatus	icelus	Subspecies	J.L. Barnard, 1960	accepted	2019-11-02	Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Copilas-Ciocianu, D.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Valls Domedel, G.; Vonk, R.; White, K.; Zeidler, W. (2024). World Amphipoda Database. Leptophoxus falcatus icelus J.L. Barnard, 1960. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=549055	https://www.marinespecies.org/aphia.php?p=taxdetails&id=549055	NA	NA	NA	549055	102980	Leptophoxus falcatus icelus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LIMACINA HELICINA HELICINA	R18206	533647	urn:lsid:marinespecies.org:taxname:533647	urn:lsid:marinespecies.org:taxname:533647	urn:lsid:marinespecies.org:taxname:533647	urn:lsid:marinespecies.org:taxname:140223	Limacina helicina helicina	Limacina helicina helicina	Limacina helicina	NA	NA	Animalia	Mollusca	Gastropoda	Pteropoda	Limacinidae	Limacina	NA	helicina	helicina	Subspecies	(Phipps, 1774)	accepted	2021-12-25	MolluscaBase eds. (2024). MolluscaBase. Limacina helicina helicina (Phipps, 1774). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=533647	https://www.marinespecies.org/aphia.php?p=taxdetails&id=533647	NCBI:txid220649	To GenBank (62 nucleotides; 62 proteins)	ncbi	533647	140223	Limacina helicina helicina	NCBI:txid220647	NCBI:txid220649	NCBI:txid220649	NCBI:txid220649	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Mollusca	Gastropoda	Pteropoda	Limacinidae	Limacina	Limacina helicina	Eukaryota	Mollusca	Gastropoda	Pteropoda	Limacinidae	Limacina	Limacina helicina
LIMACINA HELICINA PACIFICA	R18207	585863	urn:lsid:marinespecies.org:taxname:585863	urn:lsid:marinespecies.org:taxname:585863	urn:lsid:marinespecies.org:taxname:585863	urn:lsid:marinespecies.org:taxname:140223	Limacina helicina pacifica	Limacina helicina pacifica	Limacina helicina	NA	NA	Animalia	Mollusca	Gastropoda	Pteropoda	Limacinidae	Limacina	NA	helicina	pacifica	Subspecies	Dall, 1871	accepted	2011-11-06	MolluscaBase eds. (2024). MolluscaBase. Limacina helicina pacifica Dall, 1871. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=585863	https://www.marinespecies.org/aphia.php?p=taxdetails&id=585863	NA	NA	NA	585863	140223	Limacina helicina pacifica	NCBI:txid220647	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOURINIA ARMATA ARMATA	R15648	850566	urn:lsid:marinespecies.org:taxname:850566	urn:lsid:marinespecies.org:taxname:850566	urn:lsid:marinespecies.org:taxname:850566	urn:lsid:marinespecies.org:taxname:116377	Lourinia armata armata	Lourinia armata armata	Lourinia armata	NA	NA	Animalia	Arthropoda	Copepoda	Harpacticoida	Louriniidae	Lourinia	NA	armata	armata	Subspecies	(Claus, 1866)	accepted	2024-07-20	Walter, T.C.; Boxshall, G. (2024). World of Copepods Database. Lourinia armata armata (Claus, 1866). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=850566	https://www.marinespecies.org/aphia.php?p=taxdetails&id=850566	NA	NA	NA	850566	116377	Lourinia armata armata	NCBI:txid1795226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LUMBRINERIS EMANDIBULATA MABITI	R05403	335515	urn:lsid:marinespecies.org:taxname:335515	urn:lsid:marinespecies.org:taxname:335515	urn:lsid:marinespecies.org:taxname:534042	urn:lsid:marinespecies.org:taxname:183526	Lumbrineris emandibulata mabiti	Scoletoma emandibulata mabiti	Lumbrineris emandibulata	Ramos, Jeanete Maron. (1976). Lumbrineridae (Polychètes errantes) de Méditterranée. <em>Annales de l'Institut océanographique.</em> 52(1): 103-137.	1976	Animalia	Annelida	Polychaeta	Eunicida	Lumbrineridae	Lumbrineris	NA	emandibulata	mabiti	Subspecies	Ramos, 1976	unaccepted	2022-07-28	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Lumbrineris emandibulata mabiti Ramos, 1976. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=335515	https://www.marinespecies.org/aphia.php?p=taxdetails&id=335515	NA	NA	NA	534042	183526	Lumbrineris emandibulata mabiti	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MYSTIDES BOREALIS CAECA	R05741	335808	urn:lsid:marinespecies.org:taxname:335808	urn:lsid:marinespecies.org:taxname:335808	urn:lsid:marinespecies.org:taxname:335808	urn:lsid:marinespecies.org:taxname:130653	Mystides borealis caeca	Mystides borealis caeca	Mystides borealis	NA	NA	Animalia	Annelida	Polychaeta	Phyllodocida	Phyllodocidae	Mystides	NA	borealis	caeca	Subspecies	Langerhans, 1880	accepted	2008-03-26	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Mystides borealis caeca Langerhans, 1880. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=335808	https://www.marinespecies.org/aphia.php?p=taxdetails&id=335808	NA	NA	NA	335808	130653	Mystides borealis caeca	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NITOKRA AFFINIS COLOMBIENSIS	R15604	751802	urn:lsid:marinespecies.org:taxname:751802	urn:lsid:marinespecies.org:taxname:751802	urn:lsid:marinespecies.org:taxname:1735346	urn:lsid:marinespecies.org:taxname:115560	Nitokra affinis colombiensis	Nitocra colombiensis	Nitokra affinis	Fuentes-Reinés, J.M. & E. Suárez-Morales. (2014). A new subspecies of Nitokra affinis Gurney, 1927 (Copepoda, Harpacticoida) from the Caribbean coast of Colombia. <em>ZooKeys.</em> (378): 1-15.	2014	Animalia	Arthropoda	Copepoda	Harpacticoida	Ameiridae	Nitokra	NA	affinis	colombiensis	Subspecies	Fuentes-Reinés & Suárez-Morales, 2014	alternative representation	2023-08-07	Walter, T.C.; Boxshall, G. (2024). World of Copepods Database. Nitokra affinis colombiensis Fuentes-Reinés & Suárez-Morales, 2014. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=751802	https://www.marinespecies.org/aphia.php?p=taxdetails&id=751802	NA	NA	NA	1735346	115560	Nitokra affinis colombiensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ONUPHIS EREMITA PARVA	R02196;R12944	335574	urn:lsid:marinespecies.org:taxname:335574	urn:lsid:marinespecies.org:taxname:335574	urn:lsid:marinespecies.org:taxname:335574	urn:lsid:marinespecies.org:taxname:130470	Onuphis eremita parva	Onuphis eremita parva	Onuphis eremita	Berkeley, Edith; Berkeley, Cyril. (1941). On a collection of Polychaeta from Southern California. <em>Bulletin of the Southern California Academy of Sciences.</em> 40(1): 16-60, plate 5.	1941	Animalia	Annelida	Polychaeta	Eunicida	Onuphidae	Onuphis	NA	eremita	parva	Subspecies	Berkeley & Berkeley, 1941	accepted	2008-03-26	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Onuphis eremita parva Berkeley & Berkeley, 1941. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=335574	https://www.marinespecies.org/aphia.php?p=taxdetails&id=335574	NA	NA	NA	335574	130470	Onuphis eremita parva	NCBI:txid2066900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PARACALANUS PARVUS PARVUS	R15566	745865	urn:lsid:marinespecies.org:taxname:745865	urn:lsid:marinespecies.org:taxname:745865	urn:lsid:marinespecies.org:taxname:745865	urn:lsid:marinespecies.org:taxname:104685	Paracalanus parvus parvus	Paracalanus parvus parvus	Paracalanus parvus	NA	NA	Animalia	Arthropoda	Copepoda	Calanoida	Paracalanidae	Paracalanus	NA	parvus	parvus	Subspecies	(Claus, 1863)	accepted	2013-12-19	Walter, T.C.; Boxshall, G. (2024). World of Copepods Database. Paracalanus parvus parvus (Claus, 1863). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=745865	https://www.marinespecies.org/aphia.php?p=taxdetails&id=745865	NA	NA	NA	745865	104685	Paracalanus parvus parvus	NCBI:txid187406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PARALAOPHONTE CONGENERA CONGENERA	R15638	582525	urn:lsid:marinespecies.org:taxname:582525	urn:lsid:marinespecies.org:taxname:582525	urn:lsid:marinespecies.org:taxname:1544037	urn:lsid:marinespecies.org:taxname:116290	Paralaophonte congenera congenera	Paralaophonte (Paralaophonte) congenera congenera	Paralaophonte congenera	NA	NA	Animalia	Arthropoda	Copepoda	Harpacticoida	Laophontidae	Paralaophonte	NA	congenera	congenera	Subspecies	(Sars G.O., 1908)	unaccepted	2021-09-29	Walter, T.C.; Boxshall, G. (2024). World of Copepods Database. Paralaophonte congenera congenera (Sars G.O., 1908). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=582525	https://www.marinespecies.org/aphia.php?p=taxdetails&id=582525	NA	NA	NA	1544037	116290	Paralaophonte congenera congenera	NCBI:txid1795243	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PARASTENHELIA SPINOSA SPINOSA	R15669	116896	urn:lsid:marinespecies.org:taxname:116896	urn:lsid:marinespecies.org:taxname:116896	urn:lsid:marinespecies.org:taxname:116896	urn:lsid:marinespecies.org:taxname:116446	Parastenhelia spinosa spinosa	Parastenhelia spinosa spinosa	Parastenhelia spinosa	NA	NA	Animalia	Arthropoda	Copepoda	Harpacticoida	Parastenheliidae	Parastenhelia	NA	spinosa	spinosa	Subspecies	(Fischer, 1860)	accepted	2023-11-10	Walter, T.C.; Boxshall, G. (2024). World of Copepods Database. Parastenhelia spinosa spinosa (Fischer, 1860). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=116896	https://www.marinespecies.org/aphia.php?p=taxdetails&id=116896	NA	NA	NA	116896	116446	Parastenhelia spinosa spinosa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PERIOCULODES LONGIMANUS ANGUSTIPES	R06237	103296	urn:lsid:marinespecies.org:taxname:103296	urn:lsid:marinespecies.org:taxname:103296	urn:lsid:marinespecies.org:taxname:103296	urn:lsid:marinespecies.org:taxname:102915	Perioculodes longimanus angustipes	Perioculodes longimanus angustipes	Perioculodes longimanus	Ledoyer, M. (1983). Les Oedicerotidae (Crustacea Amphipoda) de la Mer Méditerranée. <em>Bollettino del Museo Civico di Storia Naturale di Verona.</em> 9: 45-84; 7 figs.	1983	Animalia	Arthropoda	Malacostraca	Amphipoda	Oedicerotidae	Perioculodes	NA	longimanus	angustipes	Subspecies	Ledoyer, 1983	accepted	2021-06-29	Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Copilas-Ciocianu, D.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Valls Domedel, G.; Vonk, R.; White, K.; Zeidler, W. (2024). World Amphipoda Database. Perioculodes longimanus angustipes Ledoyer, 1983. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=103296	https://www.marinespecies.org/aphia.php?p=taxdetails&id=103296	NA	NA	NA	103296	102915	Perioculodes longimanus angustipes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PHASCOLION STROMBUS STROMBUS	R06252	416714	urn:lsid:marinespecies.org:taxname:416714	urn:lsid:marinespecies.org:taxname:416714	urn:lsid:marinespecies.org:taxname:410749	urn:lsid:marinespecies.org:taxname:266489	Phascolion strombus strombus	Phascolion (Phascolion) strombus strombus	Phascolion strombus	NA	NA	Animalia	Annelida	NA	Sipuncula	Golfingiidae	Phascolion	NA	strombus	strombus	Subspecies	(Montagu, 1804)	alternative representation	2010-03-18	WoRMS (2024). Phascolion strombus strombus (Montagu, 1804). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=416714	https://www.marinespecies.org/aphia.php?p=taxdetails&id=416714	NA	NA	NA	410749	266489	Phascolion strombus strombus	NCBI:txid74861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PHYLO FOETIDA ATLANTICA	R06321	335829	urn:lsid:marinespecies.org:taxname:335829	urn:lsid:marinespecies.org:taxname:335829	urn:lsid:marinespecies.org:taxname:335829	urn:lsid:marinespecies.org:taxname:130528	Phylo foetida atlantica	Phylo foetida atlantica	Phylo foetida	NA	NA	Animalia	Annelida	Polychaeta	NA	Orbiniidae	Phylo	NA	foetida	atlantica	Subspecies	(Fauvel, 1924)	accepted	2008-03-26	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Phylo foetida atlantica (Fauvel, 1924). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=335829	https://www.marinespecies.org/aphia.php?p=taxdetails&id=335829	NA	NA	NA	335829	130528	Phylo foetida atlantica	NCBI:txid272999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PHYLO LIGUSTICA	R06323	130527	urn:lsid:marinespecies.org:taxname:130527	urn:lsid:marinespecies.org:taxname:130527	urn:lsid:marinespecies.org:taxname:130527	urn:lsid:marinespecies.org:taxname:130528	Phylo foetida ligustica	Phylo foetida ligustica	Phylo foetida	NA	NA	Animalia	Annelida	Polychaeta	NA	Orbiniidae	Phylo	NA	foetida	ligustica	Subspecies	(Orlandi, 1896)	accepted	2017-02-20	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Phylo foetida ligustica (Orlandi, 1896). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=130527	https://www.marinespecies.org/aphia.php?p=taxdetails&id=130527	NA	NA	NA	130527	130528	Phylo foetida ligustica	NCBI:txid272999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PLEUROMAMMA ABDOMINALIS EDENTATA	R08053	363660	urn:lsid:marinespecies.org:taxname:363660	urn:lsid:marinespecies.org:taxname:363660	urn:lsid:marinespecies.org:taxname:363660	urn:lsid:marinespecies.org:taxname:104637	Pleuromamma abdominalis edentata	Pleuromamma abdominalis edentata	Pleuromamma abdominalis	NA	NA	Animalia	Arthropoda	Copepoda	Calanoida	Metridinidae	Pleuromamma	NA	abdominalis	edentata	Subspecies	Steuer, 1932	accepted	2024-07-30	Walter, T.C.; Boxshall, G. (2024). World of Copepods Database. Pleuromamma abdominalis edentata Steuer, 1932. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=363660	https://www.marinespecies.org/aphia.php?p=taxdetails&id=363660	NA	NA	NA	363660	104637	Pleuromamma abdominalis edentata	NCBI:txid503033	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PLEUROMAMMA ABDOMINALIS TYPICA	R08054	363789	urn:lsid:marinespecies.org:taxname:363789	urn:lsid:marinespecies.org:taxname:363789	urn:lsid:marinespecies.org:taxname:363789	urn:lsid:marinespecies.org:taxname:104637	Pleuromamma abdominalis typica	Pleuromamma abdominalis typica	Pleuromamma abdominalis	NA	NA	Animalia	Arthropoda	Copepoda	Calanoida	Metridinidae	Pleuromamma	NA	abdominalis	typica	Subspecies	Steuer, 1932	accepted	2024-07-30	Walter, T.C.; Boxshall, G. (2024). World of Copepods Database. Pleuromamma abdominalis typica Steuer, 1932. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=363789	https://www.marinespecies.org/aphia.php?p=taxdetails&id=363789	NA	NA	NA	363789	104637	Pleuromamma abdominalis typica	NCBI:txid503033	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PRAXILLELLA AFFINIS PACIFICA	R02530;R16949	335640	urn:lsid:marinespecies.org:taxname:335640	urn:lsid:marinespecies.org:taxname:335640	urn:lsid:marinespecies.org:taxname:1673891	urn:lsid:marinespecies.org:taxname:130322	Praxillella affinis pacifica	Praxillella pacifica	Praxillella affinis	Berkeley, E. 1929. Polychaetous annelids from the Nanaimo district. 4. Chaetopteridae to Maldanidae. Contributions to Canadian Biology and Fisheries, 4(22): 307-316.	1929	Animalia	Annelida	Polychaeta	NA	Maldanidae	Praxillella	NA	affinis	pacifica	Subspecies	Berkeley, 1929	superseded combination	2023-08-21	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Praxillella affinis pacifica Berkeley, 1929. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=335640	https://www.marinespecies.org/aphia.php?p=taxdetails&id=335640	NCBI:txid868044	To GenBank (23 nucleotides; 21 proteins)	ncbi	1673891	130322	Praxillella affinis pacifica	NCBI:txid868043	NCBI:txid868044	NCBI:txid868044	NCBI:txid868044	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Annelida	Polychaeta	NA	Maldanidae	Praxillella	Praxillella affinis	Eukaryota	Annelida	Polychaeta	NA	Maldanidae	Praxillella	Praxillella affinis
PROCESSA EDULIS CRASSIPES	R06526	108336	urn:lsid:marinespecies.org:taxname:108336	urn:lsid:marinespecies.org:taxname:108336	urn:lsid:marinespecies.org:taxname:108336	urn:lsid:marinespecies.org:taxname:107683	Processa edulis crassipes	Processa edulis crassipes	Processa edulis	Nouvel, H.; Holthuis, L.B. (1957). Les Processidae (Crustacea Decapoda Natantia) des eaux Européennes. <em>Zoologische Verhandelingen.</em> 32: 1-53.	1957	Animalia	Arthropoda	Malacostraca	Decapoda	Processidae	Processa	NA	edulis	crassipes	Subspecies	Nouvel & Holthuis, 1957	accepted	2022-02-18	DecaNet eds. (2024). DecaNet. Processa edulis crassipes Nouvel & Holthuis, 1957. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=108336	https://www.marinespecies.org/aphia.php?p=taxdetails&id=108336	NCBI:txid342624	To GenBank (1 nucleotides; 0 proteins)	ncbi	108336	107683	Processa edulis crassipes	NCBI:txid342623	NCBI:txid342624	NCBI:txid342624	NCBI:txid342624	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Arthropoda	Malacostraca	Decapoda	Processidae	Processa	Processa edulis	Eukaryota	Arthropoda	Malacostraca	Decapoda	Processidae	Processa	Processa edulis
PROCESSA NOUVELI HOLTHUISI	R06533	108344	urn:lsid:marinespecies.org:taxname:108344	urn:lsid:marinespecies.org:taxname:108344	urn:lsid:marinespecies.org:taxname:108344	urn:lsid:marinespecies.org:taxname:107689	Processa nouveli holthuisi	Processa nouveli holthuisi	Processa nouveli	Al-Adhub, A. H. Y.; Williamson, D. I. (1975). Some European Processidae (Crustacea, Decapoda, Caridea). <em>Journal of Natural History.</em> 9: 693-703.	1975	Animalia	Arthropoda	Malacostraca	Decapoda	Processidae	Processa	NA	nouveli	holthuisi	Subspecies	Al-Adhub & Williamson, 1975	accepted	2022-09-01	DecaNet eds. (2024). DecaNet. Processa nouveli holthuisi Al-Adhub & Williamson, 1975. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=108344	https://www.marinespecies.org/aphia.php?p=taxdetails&id=108344	NCBI:txid1732121	To GenBank (13 nucleotides; 13 proteins)	ncbi	108344	107689	Processa nouveli holthuisi	NCBI:txid1005906	NCBI:txid1732121	NCBI:txid1732121	NCBI:txid1732121	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Arthropoda	Malacostraca	Decapoda	Processidae	Processa	Processa nouveli	Eukaryota	Arthropoda	Malacostraca	Decapoda	Processidae	Processa	Processa nouveli
PSEUDOPOLYDORA KEMPI JAPONICA	R06588	335668	urn:lsid:marinespecies.org:taxname:335668	urn:lsid:marinespecies.org:taxname:335668	urn:lsid:marinespecies.org:taxname:335668	urn:lsid:marinespecies.org:taxname:131167	Pseudopolydora kempi japonica	Pseudopolydora kempi japonica	Pseudopolydora kempi	Imajima, Minoru & Hartman, Olga. (1964). The polychaetous annelids of Japan. <em>Occasional Papers of the Allan Hancock Foundation.</em> 26(1-2): 1-452 [issued in 2 parts].	1964	Animalia	Annelida	Polychaeta	Spionida	Spionidae	Pseudopolydora	NA	kempi	japonica	Subspecies	Imajima & Hartman, 1964	accepted	2008-03-26	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Pseudopolydora kempi japonica Imajima & Hartman, 1964. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=335668	https://www.marinespecies.org/aphia.php?p=taxdetails&id=335668	NCBI:txid2304607	To GenBank (16 nucleotides; 4 proteins)	ncbi	335668	131167	Pseudopolydora kempi japonica	NCBI:txid997039	NCBI:txid2304607	NCBI:txid2304607	NCBI:txid2304607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Annelida	Polychaeta	Spionida	Spionidae	Pseudopolydora	Pseudopolydora kempi	Eukaryota	Annelida	Polychaeta	Spionida	Spionidae	Pseudopolydora	Pseudopolydora kempi
