Scientific.Name	row_ids	AphiaID	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	scientificName	acceptedNameUsage	parentNameUsage	namePublishedIn	namePublishedInYear	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	taxonomicStatus	modified	bibliographicCitation	references	identifier	title	datasetID.y	Accepted_AphiaID	parent_AphiaID	speciesNOsubgenus	parent_NCBI	accepted_NCBI	subtree_identifier_taxIDs	subtree_accepted_taxIDs	linear_noClaim_verified_directHits	circular_complete_verified_directHits	linear_noClaim_unverified_directHits	linear_complete_verified_directHits	circular_noClaim_unverified_directHits	circular_noClaim_verified_directHits	circular_claimComplete_verified_directHits	linear_claimComplete_verified_directHits	circular_complete_unverified_directHits	linear_complete_unverified_directHits	linear_noClaim_verified_subTreeHits	circular_complete_verified_subTreeHits	linear_noClaim_unverified_subTreeHits	linear_complete_verified_subTreeHits	circular_noClaim_unverified_subTreeHits	circular_noClaim_verified_subTreeHits	circular_claimComplete_verified_subTreeHits	linear_claimComplete_verified_subTreeHits	circular_complete_unverified_subTreeHits	linear_complete_unverified_subTreeHits	high_potential_sra_directHits	high_potential_sra_subTreeHits	other_potential_sra_directHits	other_potential_sra_subTreeHits	NCBI_identifier_kingdom	NCBI_identifier_phylum	NCBI_identifier_class	NCBI_identifier_order	NCBI_identifier_family	NCBI_identifier_genus	NCBI_identifier_species	NCBI_accepted_kingdom	NCBI_accepted_phylum	NCBI_accepted_class	NCBI_accepted_order	NCBI_accepted_family	NCBI_accepted_genus	NCBI_accepted_species
CRANGON FRANCISCORUM ANGUSTIMANA	R16018	515733	urn:lsid:marinespecies.org:taxname:515733	urn:lsid:marinespecies.org:taxname:515733	urn:lsid:marinespecies.org:taxname:515733	urn:lsid:marinespecies.org:taxname:241261	Crangon franciscorum angustimana	Crangon franciscorum angustimana	Crangon franciscorum	Rathbun, M.J. (1902). Descriptions of new decapod crustaceans from the west coast of North America. <em>Proceedings of the United States National Museum.</em> 24(1272): 885-905.	1902	Animalia	Arthropoda	Malacostraca	Decapoda	Crangonidae	Crangon	NA	franciscorum	angustimana	Subspecies	Rathbun, 1902	accepted	2022-02-20	DecaNet eds. (2024). DecaNet. Crangon franciscorum angustimana Rathbun, 1902. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=515733	https://www.marinespecies.org/aphia.php?p=taxdetails&id=515733	NA	NA	NA	515733	241261	Crangon franciscorum angustimana	NCBI:txid307031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DELPHINUS DELPHIS BAIRDII	R14922	384522	urn:lsid:marinespecies.org:taxname:384522	urn:lsid:marinespecies.org:taxname:384522	NA	urn:lsid:marinespecies.org:taxname:137094	Delphinus delphis bairdii	NA	Delphinus delphis	NA	NA	Animalia	Chordata	Mammalia	Cetartiodactyla	Delphinidae	Delphinus	NA	delphis	bairdii	Subspecies	Tomilin, 1957	nomen dubium	2009-03-05	Fordyce, E.; Perrin, W.F. (2024). World Cetacea Database. Delphinus delphis bairdii Tomilin, 1957. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=384522	https://www.marinespecies.org/aphia.php?p=taxdetails&id=384522	NA	NA	NA	NA	137094	Delphinus delphis bairdii	NCBI:txid9728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ECHINOLAOPHONTE ARMIGER ARMIGER	R15628	116866	urn:lsid:marinespecies.org:taxname:116866	urn:lsid:marinespecies.org:taxname:116866	urn:lsid:marinespecies.org:taxname:116866	urn:lsid:marinespecies.org:taxname:116224	Echinolaophonte armiger armiger	Echinolaophonte armiger armiger	Echinolaophonte armiger	NA	NA	Animalia	Arthropoda	Copepoda	Harpacticoida	Laophontidae	Echinolaophonte	NA	armiger	armiger	Subspecies	(Gurney, 1927)	accepted	2024-06-26	Walter, T.C.; Boxshall, G. (2024). World of Copepods Database. Echinolaophonte armiger armiger (Gurney, 1927). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=116866	https://www.marinespecies.org/aphia.php?p=taxdetails&id=116866	NA	NA	NA	116866	116224	Echinolaophonte armiger armiger	NCBI:txid1642553	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENHYDRA LUTRIS NEREIS	R14906	242601	urn:lsid:marinespecies.org:taxname:242601	urn:lsid:marinespecies.org:taxname:242601	urn:lsid:marinespecies.org:taxname:242601	urn:lsid:marinespecies.org:taxname:242598	Enhydra lutris nereis	Enhydra lutris nereis	Enhydra lutris	NA	NA	Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Enhydra	NA	lutris	nereis	Subspecies	(Merriam, 1904)	accepted	2010-05-20	WoRMS (2024). Enhydra lutris nereis (Merriam, 1904). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=242601	https://www.marinespecies.org/aphia.php?p=taxdetails&id=242601	NCBI:txid1049777	To GenBank (55501 nucleotides; 2 proteins)	ncbi	242601	242598	Enhydra lutris nereis	NCBI:txid34882	NCBI:txid1049777	NCBI:txid1049777	NCBI:txid1049777	NA	1___16510-16510___CM093651.1___Enhydra lutris nereis (NCBI:txid1049777)	NA	NA	NA	NA	NA	NA	NA	NA	NA	1___16510-16510___CM093651.1___Enhydra lutris nereis (NCBI:txid1049777)	NA	NA	NA	NA	NA	NA	NA	NA	SRR31187506;SRR8597300	SRR31187506;SRR8597300	NA	NA	Eukaryota	Chordata	Mammalia	Carnivora	Mustelidae	Enhydra	Enhydra lutris	Eukaryota	Chordata	Mammalia	Carnivora	Mustelidae	Enhydra	Enhydra lutris
EUALUS GAIMARDII BELCHERI	R09013	158358	urn:lsid:marinespecies.org:taxname:158358	urn:lsid:marinespecies.org:taxname:158358	urn:lsid:marinespecies.org:taxname:107502	urn:lsid:marinespecies.org:taxname:107504	Eualus gaimardii belcheri	Eualus belcheri	Eualus gaimardii	NA	NA	Animalia	Arthropoda	Malacostraca	Decapoda	Thoridae	Eualus	NA	gaimardii	belcheri	Subspecies	(Bell, 1855)	superseded combination	2022-09-14	DecaNet eds. (2024). DecaNet. Eualus gaimardii belcheri (Bell, 1855). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=158358	https://www.marinespecies.org/aphia.php?p=taxdetails&id=158358	NA	NA	NA	107502	107504	Eualus gaimardii belcheri	NCBI:txid397951	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EUALUS GAIMARDII GAIMARDII	R09014	515737	urn:lsid:marinespecies.org:taxname:515737	urn:lsid:marinespecies.org:taxname:515737	urn:lsid:marinespecies.org:taxname:107504	urn:lsid:marinespecies.org:taxname:107504	Eualus gaimardii gaimardii	Eualus gaimardii	Eualus gaimardii	NA	NA	Animalia	Arthropoda	Malacostraca	Decapoda	Thoridae	Eualus	NA	gaimardii	gaimardii	Subspecies	(H. Milne Edwards, 1837)	superseded combination	2022-09-16	DecaNet eds. (2024). DecaNet. Eualus gaimardii gaimardii (H. Milne Edwards, 1837). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=515737	https://www.marinespecies.org/aphia.php?p=taxdetails&id=515737	NCBI:txid587146	To GenBank (10 nucleotides; 10 proteins)	ncbi	107504	107504	Eualus gaimardii gaimardii	NCBI:txid397951	NCBI:txid397951	NCBI:txid587146	NCBI:txid397951;NCBI:txid587146	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Arthropoda	Malacostraca	Decapoda	Hippolytidae	Eualus	Eualus gaimardii	Eukaryota	Arthropoda	Malacostraca	Decapoda	Hippolytidae	Eualus	Eualus gaimardii
EUGYRA ARENOSA CALIFORNICA	R01423	1673712	urn:lsid:marinespecies.org:taxname:1673712	urn:lsid:marinespecies.org:taxname:1673712	urn:lsid:marinespecies.org:taxname:1673712	urn:lsid:marinespecies.org:taxname:103764	Eugyra arenosa californica	Eugyra arenosa californica	Eugyra arenosa	Van Name, W. G. (1945). The North and South American ascidians. <em>Bull. Amer. Mus. Nat. Hist.</em> 84: 1-476.	1945	Animalia	Chordata	Ascidiacea	Stolidobranchia	Molgulidae	Eugyra	NA	arenosa	californica	Subspecies	Van Name, 1945	accepted	2023-08-18	WoRMS (2024). Eugyra arenosa californica Van Name, 1945. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1673712	https://www.marinespecies.org/aphia.php?p=taxdetails&id=1673712	NA	NA	NA	1673712	103764	Eugyra arenosa californica	NCBI:txid30290	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EXCORALLANA TRICORNIS OCCIDENTALIS	R11948;R16336	264479	urn:lsid:marinespecies.org:taxname:264479	urn:lsid:marinespecies.org:taxname:264479	urn:lsid:marinespecies.org:taxname:264479	urn:lsid:marinespecies.org:taxname:260378	Excorallana tricornis occidentalis	Excorallana tricornis occidentalis	Excorallana tricornis	Richardson, H. (1905). A monograph on the isopods of North America. <em>Bulletin of the United States National Museum.</em> 54: i-liii + 1-727.	1905	Animalia	Arthropoda	Malacostraca	Isopoda	Corallanidae	Excorallana	NA	tricornis	occidentalis	Subspecies	Richardson, 1905	accepted	2023-03-22	Boyko, C.B.; Bruce, N.L.; Hadfield, K.A.; Merrin, K.L.; Ota, Y.; Poore, G.C.B.; Taiti, S. (Eds) (2024). World Marine, Freshwater and Terrestrial Isopod Crustaceans database. Excorallana tricornis occidentalis Richardson, 1905. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=264479	https://www.marinespecies.org/aphia.php?p=taxdetails&id=264479	NA	NA	NA	264479	260378	Excorallana tricornis occidentalis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FRITILLARIA BOREALIS INTERMEDIA	R13610	342474	urn:lsid:marinespecies.org:taxname:342474	urn:lsid:marinespecies.org:taxname:342474	urn:lsid:marinespecies.org:taxname:342474	urn:lsid:marinespecies.org:taxname:103375	Fritillaria borealis intermedia	Fritillaria borealis intermedia	Fritillaria borealis	NA	NA	Animalia	Chordata	Appendicularia	Copelata	Fritillariidae	Fritillaria	NA	borealis	intermedia	Subspecies	Lohmann, 1905	accepted	2008-04-10	Garic, R. (2024). World List of Appendicularia. Fritillaria borealis intermedia Lohmann, 1905. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=342474	https://www.marinespecies.org/aphia.php?p=taxdetails&id=342474	NCBI:txid2547603	To GenBank (2 nucleotides; 0 proteins)	ncbi	342474	103375	Fritillaria borealis intermedia	NCBI:txid2507563	NCBI:txid2547603	NCBI:txid2547603	NCBI:txid2547603	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Chordata	Appendicularia	Copelata	Fritillariidae	Fritillaria	Fritillaria borealis	Eukaryota	Chordata	Appendicularia	Copelata	Fritillariidae	Fritillaria	Fritillaria borealis
FRITILLARIA BOREALIS SARGASSI	R13611	342475	urn:lsid:marinespecies.org:taxname:342475	urn:lsid:marinespecies.org:taxname:342475	urn:lsid:marinespecies.org:taxname:342475	urn:lsid:marinespecies.org:taxname:103375	Fritillaria borealis sargassi	Fritillaria borealis sargassi	Fritillaria borealis	NA	NA	Animalia	Chordata	Appendicularia	Copelata	Fritillariidae	Fritillaria	NA	borealis	sargassi	Subspecies	Lohmann, 1896	accepted	2008-04-10	Garic, R. (2024). World List of Appendicularia. Fritillaria borealis sargassi Lohmann, 1896. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=342475	https://www.marinespecies.org/aphia.php?p=taxdetails&id=342475	NCBI:txid2547604	To GenBank (3 nucleotides; 0 proteins)	ncbi	342475	103375	Fritillaria borealis sargassi	NCBI:txid2507563	NCBI:txid2547604	NCBI:txid2547604	NCBI:txid2547604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Chordata	Appendicularia	Copelata	Fritillariidae	Fritillaria	Fritillaria borealis	Eukaryota	Chordata	Appendicularia	Copelata	Fritillariidae	Fritillaria	Fritillaria borealis
HALECHINISCUS REMANEI REMANEI	R13637	869176	urn:lsid:marinespecies.org:taxname:869176	urn:lsid:marinespecies.org:taxname:869176	urn:lsid:marinespecies.org:taxname:869176	urn:lsid:marinespecies.org:taxname:136699	Halechiniscus remanei remanei	Halechiniscus remanei remanei	Halechiniscus remanei	Schulz, E. (1955). Studien an marinen Tardigraden. <em>Kieler Meeresforschungen.</em> 11: 73-79.	1955	Animalia	Tardigrada	Heterotardigrada	Arthrotardigrada	Halechiniscidae	Halechiniscus	NA	remanei	remanei	Subspecies	Schulz, 1955	accepted	2017-02-28	Guidetti, R.; McInnes, S.J.; Kristensen, R.M. (2024). World List of Tardigrada. Halechiniscus remanei remanei Schulz, 1955. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=869176	https://www.marinespecies.org/aphia.php?p=taxdetails&id=869176	NA	NA	NA	869176	136699	Halechiniscus remanei remanei	NCBI:txid286676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HARPACTICUS UNIREMIS UNIREMIS	R15623	116863	urn:lsid:marinespecies.org:taxname:116863	urn:lsid:marinespecies.org:taxname:116863	urn:lsid:marinespecies.org:taxname:116863	urn:lsid:marinespecies.org:taxname:116179	Harpacticus uniremis uniremis	Harpacticus uniremis uniremis	Harpacticus uniremis	NA	NA	Animalia	Arthropoda	Copepoda	Harpacticoida	Harpacticidae	Harpacticus	NA	uniremis	uniremis	Subspecies	Krøyer in Gaimard, 1842-1845?	accepted	2024-07-15	Walter, T.C.; Boxshall, G. (2024). World of Copepods Database. Harpacticus uniremis uniremis Krøyer in Gaimard, 1842-1845?. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=116863	https://www.marinespecies.org/aphia.php?p=taxdetails&id=116863	NA	NA	NA	116863	116179	Harpacticus uniremis uniremis	NCBI:txid1795117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HENRICIA LEVIUSCULA ANNECTENS	R17969	369119	urn:lsid:marinespecies.org:taxname:369119	urn:lsid:marinespecies.org:taxname:369119	urn:lsid:marinespecies.org:taxname:369119	urn:lsid:marinespecies.org:taxname:369117	Henricia leviuscula annectens	Henricia leviuscula annectens	Henricia leviuscula	Fisher, W.K. (1910). New starfishes from the North Pacific. I. Phanerozonia. II. Spinulosa. <em>Zologischer Anzeiger.</em> 35(18): 545-553, 568-574.	1910	Animalia	Echinodermata	Asteroidea	Spinulosida	Echinasteridae	Henricia	NA	leviuscula	annectens	Subspecies	Fisher, 1910	accepted	2008-10-26	Mah, C.L. (2024). World Asteroidea Database. Henricia leviuscula annectens Fisher, 1910. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=369119	https://www.marinespecies.org/aphia.php?p=taxdetails&id=369119	NA	NA	NA	369119	369117	Henricia leviuscula annectens	NCBI:txid133436	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HESIONURA COINEAUI DIFFICILIS	R01629;R16737	335789	urn:lsid:marinespecies.org:taxname:335789	urn:lsid:marinespecies.org:taxname:335789	urn:lsid:marinespecies.org:taxname:335789	urn:lsid:marinespecies.org:taxname:130647	Hesionura coineaui difficilis	Hesionura coineaui difficilis	Hesionura coineaui	NA	NA	Animalia	Annelida	Polychaeta	Phyllodocida	Phyllodocidae	Hesionura	NA	coineaui	difficilis	Subspecies	(Banse, 1963)	accepted	2008-03-26	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Hesionura coineaui difficilis (Banse, 1963). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=335789	https://www.marinespecies.org/aphia.php?p=taxdetails&id=335789	NA	NA	NA	335789	130647	Hesionura coineaui difficilis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HESPERIBALANUS HESPERIUS HESPERIUS	R16545	733551	urn:lsid:marinespecies.org:taxname:733551	urn:lsid:marinespecies.org:taxname:733551	urn:lsid:marinespecies.org:taxname:1595563	urn:lsid:marinespecies.org:taxname:733550	Hesperibalanus hesperius hesperius	Solidobalanus hesperius hesperius	Hesperibalanus hesperius	NA	NA	Animalia	Arthropoda	Thecostraca	Balanomorpha	Balanidae	Hesperibalanus	NA	hesperius	hesperius	Subspecies	(Pilsbry, 1916)	unaccepted	2022-07-25	WoRMS (2024). Hesperibalanus hesperius hesperius (Pilsbry, 1916). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=733551	https://www.marinespecies.org/aphia.php?p=taxdetails&id=733551	NA	NA	NA	1595563	733550	Hesperibalanus hesperius hesperius	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HYDROBIA ACUTA NEGLECTA	R05040	465551	urn:lsid:marinespecies.org:taxname:465551	urn:lsid:marinespecies.org:taxname:465551	urn:lsid:marinespecies.org:taxname:465551	urn:lsid:marinespecies.org:taxname:140123	Hydrobia acuta neglecta	Hydrobia acuta neglecta	Hydrobia acuta	NA	NA	Animalia	Mollusca	Gastropoda	Littorinimorpha	Hydrobiidae	Hydrobia	NA	acuta	neglecta	Subspecies	Muus, 1963	accepted	2023-05-10	MolluscaBase eds. (2024). MolluscaBase. Hydrobia acuta neglecta Muus, 1963. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=465551	https://www.marinespecies.org/aphia.php?p=taxdetails&id=465551	NCBI:txid133418	To GenBank (22 nucleotides; 21 proteins)	ncbi	465551	140123	Hydrobia acuta neglecta	NCBI:txid110820	NCBI:txid133418	NCBI:txid133418	NCBI:txid133418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Mollusca	Gastropoda	Littorinimorpha	Hydrobiidae	Hydrobia	Hydrobia acuta	Eukaryota	Mollusca	Gastropoda	Littorinimorpha	Hydrobiidae	Hydrobia	Hydrobia acuta
JOEROPSIS DUBIA DUBIA	R12066;R16359	264266	urn:lsid:marinespecies.org:taxname:264266	urn:lsid:marinespecies.org:taxname:264266	urn:lsid:marinespecies.org:taxname:264266	urn:lsid:marinespecies.org:taxname:256048	Joeropsis dubia dubia	Joeropsis dubia dubia	Joeropsis dubia	NA	NA	Animalia	Arthropoda	Malacostraca	Isopoda	Joeropsididae	Joeropsis	NA	dubia	dubia	Subspecies	Menzies, 1951	accepted	2023-03-22	Boyko, C.B.; Bruce, N.L.; Hadfield, K.A.; Merrin, K.L.; Ota, Y.; Poore, G.C.B.; Taiti, S. (Eds) (2024). World Marine, Freshwater and Terrestrial Isopod Crustaceans database. Joeropsis dubia dubia Menzies, 1951. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=264266	https://www.marinespecies.org/aphia.php?p=taxdetails&id=264266	NA	NA	NA	264266	256048	Joeropsis dubia dubia	NCBI:txid142079	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JOEROPSIS DUBIA PAUCISPINIS	R12067;R16360	264267	urn:lsid:marinespecies.org:taxname:264267	urn:lsid:marinespecies.org:taxname:264267	urn:lsid:marinespecies.org:taxname:264267	urn:lsid:marinespecies.org:taxname:256048	Joeropsis dubia paucispinis	Joeropsis dubia paucispinis	Joeropsis dubia	Menzies, R. J. (1951) New marine isopods, chiefly from northern California, with notes on related forms. Proceedings of the United States National Museum 101 (3273): 105-156.	1951	Animalia	Arthropoda	Malacostraca	Isopoda	Joeropsididae	Joeropsis	NA	dubia	paucispinis	Subspecies	Menzies, 1951	accepted	2023-03-22	Boyko, C.B.; Bruce, N.L.; Hadfield, K.A.; Merrin, K.L.; Ota, Y.; Poore, G.C.B.; Taiti, S. (Eds) (2024). World Marine, Freshwater and Terrestrial Isopod Crustaceans database. Joeropsis dubia paucispinis Menzies, 1951. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=264267	https://www.marinespecies.org/aphia.php?p=taxdetails&id=264267	NA	NA	NA	264267	256048	Joeropsis dubia paucispinis	NCBI:txid142079	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LANASSA VENUSTA VENUSTA	R01738	335796	urn:lsid:marinespecies.org:taxname:335796	urn:lsid:marinespecies.org:taxname:335796	urn:lsid:marinespecies.org:taxname:335796	urn:lsid:marinespecies.org:taxname:131494	Lanassa venusta venusta	Lanassa venusta venusta	Lanassa venusta	NA	NA	Animalia	Annelida	Polychaeta	Terebellida	Terebellidae	Lanassa	NA	venusta	venusta	Subspecies	(Malm, 1874)	accepted	2008-03-26	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Lanassa venusta venusta (Malm, 1874). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=335796	https://www.marinespecies.org/aphia.php?p=taxdetails&id=335796	NA	NA	NA	335796	131494	Lanassa venusta venusta	NCBI:txid2716593	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LAOPHONTE ELONGATA ELONGATA	R15634	116877	urn:lsid:marinespecies.org:taxname:116877	urn:lsid:marinespecies.org:taxname:116877	urn:lsid:marinespecies.org:taxname:116877	urn:lsid:marinespecies.org:taxname:116266	Laophonte elongata elongata	Laophonte elongata elongata	Laophonte elongata	NA	NA	Animalia	Arthropoda	Copepoda	Harpacticoida	Laophontidae	Laophonte	NA	elongata	elongata	Subspecies	Boeck, 1873	accepted	2004-12-21	Walter, T.C.; Boxshall, G. (2024). World of Copepods Database. Laophonte elongata elongata Boeck, 1873. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=116877	https://www.marinespecies.org/aphia.php?p=taxdetails&id=116877	NA	NA	NA	116877	116266	Laophonte elongata elongata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LEPEOPHTHEIRUS SALMONIS SALMONIS	R15695	762378	urn:lsid:marinespecies.org:taxname:762378	urn:lsid:marinespecies.org:taxname:762378	urn:lsid:marinespecies.org:taxname:762378	urn:lsid:marinespecies.org:taxname:135782	Lepeophtheirus salmonis salmonis	Lepeophtheirus salmonis salmonis	Lepeophtheirus salmonis	NA	NA	Animalia	Arthropoda	Copepoda	Siphonostomatoida	Caligidae	Lepeophtheirus	NA	salmonis	salmonis	Subspecies	(Krøyer, 1838)	accepted	2024-07-20	Walter, T.C.; Boxshall, G. (2024). World of Copepods Database. Lepeophtheirus salmonis salmonis (Krøyer, 1838). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=762378	https://www.marinespecies.org/aphia.php?p=taxdetails&id=762378	NCBI:txid1504303	To GenBank (60 nucleotides; 59 proteins)	ncbi	762378	135782	Lepeophtheirus salmonis salmonis	NCBI:txid72036	NCBI:txid1504303	NCBI:txid1504303	NCBI:txid1504303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Arthropoda	Hexanauplia	Siphonostomatoida	Caligidae	Lepeophtheirus	Lepeophtheirus salmonis	Eukaryota	Arthropoda	Hexanauplia	Siphonostomatoida	Caligidae	Lepeophtheirus	Lepeophtheirus salmonis
