	Dataset	level	iteration	Method	Parameters	match_ratio	overclassification_ratio	underclassification_ratio	misclassification_ratio	mismatch_level_list	Precision	Recall	F-measure
111	rCRUX_12S	4	1	naive-bayes	0.001:[7,7]	0.23363636363636364	0.25	0.39545454545454545	0.12090909090909091	[1, 33, 277, 1478, 1511, 0, 0, 0]	0.38646616541353385	0.23363636363636364	0.29121813031161475
112	rCRUX_12S	4	2	naive-bayes	0.001:[7,7]	0.20321504397937518	0.27206551410373064	0.3791325447376403	0.14558689717925385	[75, 32, 338, 1370, 1482, 0, 0, 0]	0.32730825598436736	0.20321504397937518	0.2507485029940119
113	rCRUX_12S	4	3	naive-bayes	0.001:[7,7]	0.21413406126781923	0.2857142857142857	0.35668789808917195	0.14346375492872307	[78, 40, 275, 1343, 1561, 0, 0, 0]	0.33286185761433285	0.21413406126781923	0.26061277224067925
114	rCRUX_12S	4	4	naive-bayes	0.001:[7,7]	0.010618932038834952	0.03610436893203883	0.41686893203883496	0.5364077669902912	[1, 1212, 302, 1707, 74, 0, 0, 0]	0.018210197710718003	0.010618932038834952	0.013415101571483326
115	rCRUX_12S	4	5	naive-bayes	0.001:[7,7]	0.008489993935718617	0.036385688295936934	0.47634930260764097	0.4787750151607035	[0, 1619, 247, 1360, 72, 0, 0, 0]	0.016213086276780544	0.008489993935718617	0.011144278606965175
116	rCRUX_12S	4	6	naive-bayes	0.001:[7,7]	0.010006064281382655	0.03456640388114009	0.42328684050939963	0.5321406913280776	[1, 1329, 331, 1566, 71, 0, 0, 0]	0.017350157728706624	0.010006064281382655	0.012692307692307692
117	rCRUX_12S	4	7	naive-bayes	0.001:[7,7]	0.008795875037913254	0.03427358204428268	0.47285410979678494	0.4840764331210191	[1, 1650, 237, 1344, 65, 0, 0, 0]	0.01668584579976985	0.008795875037913254	0.011519364448857993
118	rCRUX_12S	4	8	naive-bayes	0.001:[7,7]	0.22316555488174653	0.24439053972104305	0.3650697392359005	0.16737416616130987	[98, 26, 348, 1369, 1457, 0, 0, 0]	0.35148042024832854	0.22316555488174653	0.27299703264094954
119	rCRUX_12S	4	9	naive-bayes	0.001:[7,7]	0.22286234081261372	0.27258944815039415	0.37174044875682233	0.1328077622801698	[93, 33, 262, 1366, 1544, 0, 0, 0]	0.3547297297297297	0.22286234081261372	0.2737430167597765
120	rCRUX_12S_exp	6	0	naive-bayes	0.001:[7,7]	0.2550115018074269	0.4429838974696024	0.16069668090699968	0.14130791981597107	[32, 1, 14, 83, 135, 690, 2088, 0]	0.3038371182458888	0.2550115018074269	0.2772914061104163
121	rCRUX_12S_exp	6	1	naive-bayes	0.001:[7,7]	0.2541418157720345	0.4363817097415507	0.17760106030483763	0.1318754141815772	[1, 3, 12, 116, 127, 710, 2049, 0]	0.3090249798549557	0.2541418157720345	0.27890909090909094
122	rCRUX_12S_exp	6	2	naive-bayes	0.001:[7,7]	0.25388944058258855	0.4448857994041708	0.1618669314796425	0.13935782853359815	[34, 2, 13, 96, 105, 685, 2086, 0]	0.3029225908372828	0.25388944058258855	0.2762470736538808
123	rCRUX_12S_exp	6	3	naive-bayes	0.001:[7,7]	0.2667112299465241	0.43683155080213903	0.1641042780748663	0.1323529411764706	[32, 1, 15, 72, 103, 694, 2075, 0]	0.3190723710515794	0.2667112299465241	0.2905516111414528
124	rCRUX_12S_exp	6	4	naive-bayes	0.001:[7,7]	0.26196721311475407	0.44131147540983606	0.16229508196721312	0.13442622950819672	[34, 2, 13, 85, 110, 686, 2120, 0]	0.312720156555773	0.26196721311475407	0.28510258697591434
125	rCRUX_12S_exp	6	5	naive-bayes	0.001:[7,7]	0.26211671612265086	0.4358720738542697	0.1671612265084075	0.13484998351467195	[31, 3, 13, 83, 136, 681, 2086, 0]	0.3147268408551069	0.26211671612265086	0.28602266594711284
126	rCRUX_12S_exp	6	6	naive-bayes	0.001:[7,7]	0.25395778364116095	0.4429419525065963	0.1566622691292876	0.14643799472295516	[34, 2, 17, 86, 117, 687, 2089, 0]	0.30113414157215485	0.25395778364116095	0.27554124172481664
127	rCRUX_12S_exp	6	7	naive-bayes	0.001:[7,7]	0.2665343915343915	0.43882275132275134	0.16567460317460317	0.12896825396825398	[1, 4, 12, 117, 120, 658, 2112, 0]	0.31946095917558465	0.2665343915343915	0.29060753560483144
128	rCRUX_12S_exp	6	8	naive-bayes	0.001:[7,7]	0.2663133487909904	0.43590592911560117	0.16594898973169925	0.13183173236170917	[28, 3, 16, 85, 117, 688, 2082, 0]	0.3193010325655282	0.2663133487909904	0.2904099692974535
129	rCRUX_12S_exp	6	9	naive-bayes	0.001:[7,7]	0.25912528773429794	0.4626767510687274	0.15521210128247287	0.12298585991450181	[35, 6, 17, 58, 123, 637, 2165, 0]	0.3067341377968081	0.25912528773429794	0.2809269162210339
130	rCRUX_12S_exp	5	0	naive-bayes	0.001:[7,7]	0.0018253726802555522	0.022208700943109217	0.5150593246121083	0.4609066017645269	[0, 632, 761, 1635, 183, 76, 0, 0]	0.0037641154328732747	0.0018253726802555522	0.0024585125998770746
131	rCRUX_12S_exp	5	1	naive-bayes	0.001:[7,7]	0.2754946727549467	0.3576864535768645	0.2776255707762557	0.08919330289193303	[1, 10, 87, 383, 730, 2074, 0, 0]	0.38137378845343445	0.2754946727549467	0.31990102509720747
132	rCRUX_12S_exp	5	2	naive-bayes	0.001:[7,7]	0.26678821027043453	0.37405044059556364	0.2676997872986934	0.09146156183530842	[35, 14, 80, 356, 701, 2105, 0, 0]	0.3643153526970954	0.26678821027043453	0.30801613751973345
133	rCRUX_12S_exp	5	3	naive-bayes	0.001:[7,7]	0.266342353298875	0.38552751596229856	0.26421404682274247	0.08391608391608392	[42, 8, 78, 346, 677, 2138, 0, 0]	0.36198347107438017	0.266342353298875	0.3068838675775092
134	rCRUX_12S_exp	5	4	naive-bayes	0.001:[7,7]	0.2763757981149286	0.36272423228944967	0.2699908786865309	0.09090909090909091	[36, 9, 102, 385, 661, 2096, 0, 0]	0.37859225322782175	0.2763757981149286	0.31950790861159933
135	rCRUX_12S_exp	5	5	naive-bayes	0.001:[7,7]	0.0021231422505307855	0.02032150439793752	0.5313921747042766	0.4461631786472551	[0, 1100, 662, 1316, 147, 72, 0, 0]	0.004530744336569579	0.0021231422505307855	0.0028913672036348617
136	rCRUX_12S_exp	5	6	naive-bayes	0.001:[7,7]	0.2709599027946537	0.35419198055893075	0.2624544349939247	0.11239368165249089	[47, 12, 86, 387, 706, 2054, 0, 0]	0.3673805601317957	0.2709599027946537	0.3118881118881119
137	rCRUX_12S_exp	5	7	naive-bayes	0.001:[7,7]	0.00426049908703591	0.020389531345100426	0.5383444917833232	0.43700547778454046	[1, 754, 636, 1646, 171, 78, 0, 0]	0.00922874093605801	0.00426049908703591	0.005829689777222569
138	rCRUX_12S_exp	5	8	naive-bayes	0.001:[7,7]	0.26910197869101976	0.3881278538812785	0.260882800608828	0.08188736681887367	[30, 6, 101, 367, 628, 2153, 0, 0]	0.3640856672158155	0.26910197869101976	0.30946963066690003
139	rCRUX_12S_exp	5	9	naive-bayes	0.001:[7,7]	0.2626293365794279	0.3709677419354839	0.2787583688374924	0.08764455264759587	[36, 22, 84, 397, 670, 2077, 0, 0]	0.36413502109704643	0.2626293365794279	0.3051626591230552
140	rCRUX_12S_exp	4	0	naive-bayes	0.001:[7,7]	0.00695074040495618	0.034753702024780904	0.47839226352372316	0.47990329404653975	[0, 1706, 242, 1300, 61, 0, 0, 0]	0.013325608342989572	0.00695074040495618	0.00913604766633565
141	rCRUX_12S_exp	4	1	naive-bayes	0.001:[7,7]	0.1759371221281741	0.3101571946795647	0.3866384522370012	0.12726723095525996	[1, 40, 261, 1489, 1517, 0, 0, 0]	0.28684080827994085	0.1759371221281741	0.21810005621135467
142	rCRUX_12S_exp	4	2	naive-bayes	0.001:[7,7]	0.007557436517533253	0.03476420798065296	0.46946795646916567	0.4882103990326481	[0, 1721, 213, 1311, 63, 0, 0, 0]	0.014245014245014245	0.007557436517533253	0.009875567845151097
143	rCRUX_12S_exp	4	3	naive-bayes	0.001:[7,7]	0.21184647929888184	0.28860682985796315	0.35871864611665155	0.14082804472650348	[86, 41, 273, 1340, 1569, 0, 0, 0]	0.33034872761545714	0.21184647929888184	0.2581476707788621
144	rCRUX_12S_exp	4	4	naive-bayes	0.001:[7,7]	0.22430471584038694	0.24758162031438935	0.37938331318016927	0.1487303506650544	[79, 29, 340, 1389, 1471, 0, 0, 0]	0.3614223088163663	0.22430471584038694	0.27681402723372506
145	rCRUX_12S_exp	4	5	naive-bayes	0.001:[7,7]	0.01027190332326284	0.03444108761329305	0.4501510574018127	0.5051359516616314	[0, 1690, 218, 1333, 69, 0, 0, 0]	0.01868131868131868	0.01027190332326284	0.013255360623781675
146	rCRUX_12S_exp	4	6	naive-bayes	0.001:[7,7]	0.21413470250679553	0.26849894291754756	0.36363636363636365	0.15372999093929327	[88, 33, 288, 1392, 1510, 0, 0, 0]	0.3364973896535358	0.21413470250679553	0.26172019195275004
147	rCRUX_12S_exp	4	7	naive-bayes	0.001:[7,7]	0.009371221281741234	0.03204353083434099	0.4827690447400242	0.4758162031438936	[1, 1673, 241, 1331, 62, 0, 0, 0]	0.018118059614260665	0.009371221281741234	0.01235305837816298
148	rCRUX_12S_exp	4	8	naive-bayes	0.001:[7,7]	0.00906344410876133	0.030513595166163143	0.4954682779456193	0.4649546827794562	[2, 1627, 269, 1357, 55, 0, 0, 0]	0.017964071856287425	0.00906344410876133	0.012048192771084338
149	rCRUX_12S_exp	4	9	naive-bayes	0.001:[7,7]	0.17533252720677148	0.2965538089480048	0.38814993954050786	0.13996372430471585	[82, 39, 260, 1458, 1469, 0, 0, 0]	0.2865612648221344	0.17533252720677148	0.2175543885971493
150	RESCRIPt_MiFish	6	0	naive-bayes	0.001:[7,7]	0.19421221864951768	0.5073954983922829	0.15691318327974277	0.1414790996784566	[0, 1, 6, 50, 63, 344, 1091, 0]	0.2303585049580473	0.19421221864951768	0.2107466852756455
151	RESCRIPt_MiFish	6	1	naive-bayes	0.001:[7,7]	0.1780472239948947	0.5149968091895342	0.1429483088704531	0.16400765794511807	[0, 0, 6, 50, 58, 367, 1086, 0]	0.20774385703648549	0.1780472239948947	0.19175257731958764
152	RESCRIPt_MiFish	6	2	naive-bayes	0.001:[7,7]	0.19296040226272784	0.5166561910747958	0.13513513513513514	0.1552482715273413	[0, 0, 6, 51, 63, 342, 1129, 0]	0.22311046511627908	0.19296040226272784	0.20694304010785305
153	RESCRIPt_MiFish	6	3	naive-bayes	0.001:[7,7]	0.19532237673830594	0.5120101137800253	0.14854614412136535	0.14412136536030343	[0, 0, 8, 53, 51, 351, 1119, 0]	0.22939866369710468	0.19532237673830594	0.2109935131444179
154	RESCRIPt_MiFish	6	4	naive-bayes	0.001:[7,7]	0.1951530612244898	0.514030612244898	0.1441326530612245	0.14668367346938777	[0, 0, 10, 30, 64, 352, 1112, 0]	0.22801788375558868	0.1951530612244898	0.2103092783505155
155	RESCRIPt_MiFish	6	5	naive-bayes	0.001:[7,7]	0.18833227647431833	0.5250475586556753	0.15472415979708307	0.13189600507292326	[0, 0, 8, 50, 60, 334, 1125, 0]	0.22280570142535633	0.18833227647431833	0.20412371134020618
156	RESCRIPt_MiFish	6	6	naive-bayes	0.001:[7,7]	0.19233226837060702	0.5182108626198083	0.14824281150159743	0.1412140575079872	[0, 0, 6, 50, 63, 335, 1111, 0]	0.22580645161290322	0.19233226837060702	0.20772946859903377
157	RESCRIPt_MiFish	6	7	naive-bayes	0.001:[7,7]	0.20203951561504144	0.49904397705544934	0.1478648820905035	0.15105162523900573	[0, 0, 6, 44, 57, 362, 1100, 0]	0.23709798055347794	0.20203951561504144	0.21816930488644187
158	RESCRIPt_MiFish	6	8	naive-bayes	0.001:[7,7]	0.18141311266709104	0.5149586250795671	0.16168045830681094	0.14194780394653086	[0, 0, 5, 61, 57, 354, 1094, 0]	0.2164009111617312	0.18141311266709104	0.1973684210526316
159	RESCRIPt_MiFish	6	9	naive-bayes	0.001:[7,7]	0.19250317662007624	0.5152477763659467	0.1397712833545108	0.15247776365946633	[0, 0, 7, 47, 49, 358, 1113, 0]	0.22378138847858198	0.19250317662007624	0.20696721311475413
160	RESCRIPt_MiFish	5	0	naive-bayes	0.001:[7,7]	0.25322128851540615	0.4403361344537815	0.22240896358543416	0.08403361344537816	[0, 5, 77, 181, 284, 1238, 0, 0]	0.3256484149855908	0.25322128851540615	0.2849038764576111
161	RESCRIPt_MiFish	5	1	naive-bayes	0.001:[7,7]	0.23357664233576642	0.45311622683885455	0.21055586749017405	0.10275126333520494	[0, 1, 76, 160, 321, 1223, 0, 0]	0.2958748221906117	0.23357664233576642	0.26106055851898335
162	RESCRIPt_MiFish	5	2	naive-bayes	0.001:[7,7]	0.24845070422535212	0.4230985915492958	0.22140845070422535	0.10704225352112676	[0, 1, 78, 162, 342, 1192, 0, 0]	0.3191027496382055	0.24845070422535212	0.2793791574279379
163	RESCRIPt_MiFish	5	3	naive-bayes	0.001:[7,7]	0.22783389450056116	0.4618406285072952	0.22839506172839505	0.0819304152637486	[0, 2, 78, 170, 303, 1229, 0, 0]	0.2952727272727273	0.22783389450056116	0.2572062084257206
164	RESCRIPt_MiFish	5	4	naive-bayes	0.001:[7,7]	0.21476888387824125	0.4791431792559188	0.22209695603156707	0.08399098083427282	[0, 1, 80, 149, 313, 1231, 0, 0]	0.27608695652173915	0.21476888387824125	0.24159797083069115
165	RESCRIPt_MiFish	5	5	naive-bayes	0.001:[7,7]	0.24155405405405406	0.45664414414414417	0.21396396396396397	0.08783783783783784	[0, 0, 84, 148, 304, 1240, 0, 0]	0.30730659025787965	0.24155405405405406	0.27049180327868855
166	RESCRIPt_MiFish	5	6	naive-bayes	0.001:[7,7]	0.2301631963984243	0.4434440067529544	0.21778277996623524	0.10861001688238604	[0, 1, 72, 166, 341, 1197, 0, 0]	0.29424460431654675	0.2301631963984243	0.2582886011998737
167	RESCRIPt_MiFish	5	7	naive-bayes	0.001:[7,7]	0.22950819672131148	0.46749576031656304	0.2108535895986433	0.09214245336348219	[0, 0, 80, 163, 293, 1233, 0, 0]	0.29083094555873923	0.22950819672131148	0.2565560821484992
168	RESCRIPt_MiFish	5	8	naive-bayes	0.001:[7,7]	0.23672316384180792	0.45084745762711864	0.22598870056497175	0.08644067796610169	[0, 2, 71, 168, 312, 1217, 0, 0]	0.30583941605839415	0.23672316384180792	0.26687898089171974
169	RESCRIPt_MiFish	5	9	naive-bayes	0.001:[7,7]	0.2191549295774648	0.4732394366197183	0.2056338028169014	0.10197183098591549	[0, 0, 75, 152, 319, 1229, 0, 0]	0.27588652482269505	0.2191549295774648	0.24427001569858714
170	RESCRIPt_MiFish	4	0	naive-bayes	0.001:[7,7]	0.15710306406685237	0.2835654596100279	0.3860724233983287	0.17325905292479107	[0, 18, 216, 770, 791, 0, 0, 0]	0.2558983666061706	0.15710306406685237	0.19468415602347255
171	RESCRIPt_MiFish	4	1	naive-bayes	0.001:[7,7]	0.13943112102621305	0.290574456218628	0.3803680981595092	0.18962632459564974	[0, 9, 230, 783, 771, 0, 0, 0]	0.22502250225022502	0.13943112102621305	0.17217630853994492
172	RESCRIPt_MiFish	4	2	naive-bayes	0.001:[7,7]	0.1181058495821727	0.29415041782729806	0.4256267409470752	0.16211699164345403	[0, 15, 222, 818, 740, 0, 0, 0]	0.20562560620756548	0.1181058495821727	0.15003538570417552
173	RESCRIPt_MiFish	4	3	naive-bayes	0.001:[7,7]	0.13370473537604458	0.31643454038997215	0.39498607242339834	0.15487465181058496	[0, 18, 214, 755, 808, 0, 0, 0]	0.22099447513812154	0.13370473537604458	0.1666088163832003
174	RESCRIPt_MiFish	4	4	naive-bayes	0.001:[7,7]	0.13481894150417828	0.30250696378830083	0.3710306406685237	0.1916434540389972	[0, 7, 243, 760, 785, 0, 0, 0]	0.21434898139946856	0.13481894150417828	0.16552667578659372
175	RESCRIPt_MiFish	4	5	naive-bayes	0.001:[7,7]	0.14428969359331476	0.2857938718662953	0.3966573816155989	0.17325905292479107	[0, 7, 230, 786, 772, 0, 0, 0]	0.23915050784856878	0.14428969359331476	0.17998610145934676
176	RESCRIPt_MiFish	4	6	naive-bayes	0.001:[7,7]	0.13935340022296544	0.3015607580824972	0.3818283166109253	0.17725752508361203	[0, 6, 232, 765, 791, 0, 0, 0]	0.2254283137962128	0.13935340022296544	0.17223561832586978
177	RESCRIPt_MiFish	4	7	naive-bayes	0.001:[7,7]	0.13943112102621305	0.30117122141662017	0.3759063022866704	0.18349135527049637	[0, 0, 214, 789, 790, 0, 0, 0]	0.22341376228775692	0.13943112102621305	0.1717032967032967
178	RESCRIPt_MiFish	4	8	naive-bayes	0.001:[7,7]	0.14102564102564102	0.31215161649944256	0.3879598662207358	0.1588628762541806	[0, 15, 226, 740, 813, 0, 0, 0]	0.23041894353369763	0.14102564102564102	0.17496542185338868
179	RESCRIPt_MiFish	4	9	naive-bayes	0.001:[7,7]	0.14285714285714285	0.29408482142857145	0.39732142857142855	0.16573660714285715	[0, 14, 224, 771, 783, 0, 0, 0]	0.23703703703703705	0.14285714285714285	0.17827298050139276
